STUDY	AGE	GENDER	DECISION	DEO1	DEO2	DEO3	DEO4	DEO5	DEO6	DEO7	DEO8	DEO9	DEO10	DEO	CON1	CON2	CON3	CON4	CON5	CON6	CON7	CON8	CON9	CON10	CON	NFC1 	NFC2 	NFC3	NFC4	NFC5	NFC6	NFC7	NFC8	NFC9	NFC10	NFC11	NFC12	NFC13	NFC14	NFC15	NFC16	NFC17	NFC18	NFC	EC1	EC2	EC3	EC4	EC5	EC6	EC7	EC	PT1	PT2	PT3	PT4	PT5	PT6	PT7	PT	PP1	PP2	PP3	PP4	PP5	PP6	PP7	PP8	PP9	PP10	PP11	PP12	PP13	PP14	PP15	PP16	PP	MID1	MID2	MID3	MID4	MID5	MID6	MID7	MID8	MID9	MID10	I1	I2	I3	I4	I5	I	S1	S2	S3	S4	S5	S	AE1	AE2	AE3	AE4	AE5	AE6	AE7	AE8	AE9	AE10	AE11	AE12	AE13	AE14	AE15	AE16	AE17	AE18	AE19	AE20	AE21	AE22	AE	MOUSE1	MOUSE2	MOUSE3	MOUSE	DOUBT	OTHERCHOICE	UNCOMFORTABLE	NOSHOCK	RT
1	19	1	1	3	4	4	3	3	1	3	4	2	2	2.9	5	3	4	4	4	5	3	2	3	5	3.8	3	2	4	4	4	4	2	4	2	4	4	5	3	3	4	4	4	5	3.611111111	3	2	4	3	4	4	3	3.285714286	5	4	4	2	4	3	3	3.571428571	2	3	2	2	2	2	2	2	1	2	1	3	1	2	2	1	1.875	2	7	3	4	3	7	7	7	7	3	7	7	7	7	7	7	2	3	4	3	3	3	4	6	3	7	7	5	7	7	7	7	7	4	7	7	7	7	6	7	6	7	7	7	6.318181818	4	7	7	6	5	0	6	50	16.467138
1	19	0	1	3	2	1	3	2	1	3	2	3	3	2.3	4	2	1	4	2	4	2	1	3	4	2.7	3	3	4	4	4	3	4	3	4	3	4	4	2	3	3	4	5	4	3.555555556	3	2	4	3	4	3	4	3.285714286	4	5	3	4	3	2	3	3.428571429	2	2	2	1	2	2	2	1	1	1	1	2	1	3	1	1	1.5625	2	3	4	3	4	7	3	3	5	3	3	7	3	3	5	4.2	2	4	3	4	3	3.2	5	3	3	6	7	5	5	6	7	5	5	7	6	7	6	7	5	6	6	6	7	7	5.772727273	5	6	6	5.666666667	5	0	7	80	13.226774
1	18	1	1	1	3	2	2	3	1	3	4	3	2	2.4	4	3	2	3	4	5	2	1	3	4	3.1	3	2	5	4	5	3	4	5	4	3	4	4	2	4	2	3	3	4	3.555555556	3	2	4	3	4	2	2	2.857142857	4	5	4	4	4	1	2	3.428571429	2	2	2	3	2	1	2	1	2	1	2	2	1	2	1	2	1.75	2	7	1	1	3	7	4	5	7	2	7	7	4	5	7	6	2	1	1	3	2	1.8	2	1	1	6	1	4	6	7	6	6	4	7	6	5	1	4	7	7	4	5	2	5	4.409090909	2	4	3	3	3	0	4	90	5.847557
1	18	1	1	3	2	2	2	3	3	2	4	3	1	2.5	3	4	4	4	4	3	4	2	3	4	3.5	3	3	5	2	4	2	2	3	3	4	3	4	4	3	3	4	2	3	3.166666667	4	3	4	3	3	3	2	3.142857143	3	5	4	3	3	3	3	3.428571429	3	2	4	3	3	2	2	3	2	2	1	1	2	2	1	2	2.1875	5	5	3	2	3	5	5	4	6	4	5	5	5	4	6	5	5	3	2	3	4	3.4	3	3	2	6	6	5	6	7	5	5	6	6	6	2	6	6	3	6	5	6	5	5	5	4	5	5	4.666666667	2	0	4.5	80	14.130201
1	18	0	0	2	3	2	4	3	2	3	3	3	2	2.7	2	2	3	4	3	4	3	3	2	4	3	3	4	4	4	4	4	3	5	4	4	4	4	4	3	3	4	4	5	3.888888889	4	5	4	5	2	3	5	4	5	5	4	4	4	3	5	4.285714286	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1.125	7	7	5	5	6	7	7	6	7	6	7	7	7	6	7	6.8	7	5	5	6	6	5.8	7	3	5	4	7	7	7	7	7	3	4	7	7	7	4	7	7	7	7	7	7	1	5.863636364	7	7	7	7	7	1	7	35	NA
1	19	0	1	3	4	4	4	2	2	3	2	3	3	3	2	2	1	1	2	4	2	1	1	1	1.7	2	3	4	4	4	4	3	2	1	3	2	4	4	5	2	1	3	4	3.055555556	4	4	2	3	5	4	4	3.714285714	5	4	4	3	4	4	2	3.714285714	3	3	2	2	2	2	2	1	2	2	2	3	2	2	2	1	2.0625	4	6	3	3	3	6	4	4	6	2	6	6	4	4	6	5.2	4	3	3	3	2	3	7	4	3	3	6	5	6	6	7	6	7	5	7	7	6	4	5	7	5	5	6	5	5.545454545	6	7	7	6.666666667	3	0	5.5	35	4.644494
1	20	0	1	2	3	3	3	3	2	3	3	3	2	2.7	4	3	3	4	3	4	3	4	3	5	3.6	3	3	4	4	3	2	4	5	3	4	4	4	2	2	3	4	4	4	3.444444444	4	2	3	3	4	4	4	3.428571429	5	5	4	5	4	2	4	4.142857143	3	3	2	1	4	2	1	3	3	3	1	3	2	1	2	2	2.25	3	6	4	4	4	7	6	6	6	4	6	7	6	6	6	6.2	3	4	4	4	4	3.8	7	2	6	6	7	7	7	7	6	1	4	6	7	7	4	4	5	7	6	6	7	2	5.5	7	6	6	6.333333333	5	0	6	10	4.859487
1	19	1	1	1	3	2	3	2	1	2	2	1	1	1.8	5	3	4	4	5	5	4	4	4	4	4.2	2	4	4	4	2	1	2	1	3	4	5	4	1	5	3	4	3	5	3.166666667	4	2	5	3	5	4	4	3.857142857	5	4	4	3	5	1	3	3.571428571	3	3	1	4	3	3	3	2	3	3	1	3	1	4	4	1	2.625	4	2	6	2	2	4	6	7	5	6	2	4	6	7	5	4.8	4	6	2	2	6	4	7	1	1	6	7	5	7	7	7	5	7	6	7	7	6	4	6	7	4	7	7	7	5.818181818	4	7	6	5.666666667	1	0	3	49	3.897559
1	18	0	1	1	4	4	3	2	1	4	4	5	3	3.1	4	2	1	5	4	5	2	2	5	5	3.5	4	1	4	4	3	2	2	5	2	4	3	4	3	4	4	5	4	5	3.5	5	2	5	4	5	3	5	4.142857143	3	4	3	4	4	2	2	3.142857143	3	1	1	2	1	2	1	2	1	1	1	1	1	4	1	1	1.5	5	7	4	6	6	7	7	7	7	5	7	7	7	7	7	7	5	4	6	6	5	5.2	7	5	4	7	7	6	6	7	7	1	7	7	6	7	6	5	7	7	7	6	4	3	5.863636364	3	7	1	3.666666667	2	0	7	80	15.908904
1	19	0	1	1	3	2	2	4	3	4	2	2	2	2.5	4	1	2	3	2	4	2	2	2	4	2.6	4	2	4	4	4	5	4	3	3	4	4	4	4	4	3	4	5	5	3.888888889	4	4	5	3	5	3	4	4	5	5	5	4	5	4	5	4.714285714	3	1	2	3	4	2	1	4	1	1	1	1	1	2	1	1	1.8125	4	7	3	2	6	7	7	7	7	6	7	7	7	7	7	7	4	3	2	6	6	4.2	4	3	2	5	1	7	5	6	6	3	4	2	4	3	5	7	5	5	2	1	5	7	4.181818182	6	7	6	6.333333333	1	0	5	85	6.573035
1	18	0	1	2	3	1	2	1	1	2	1	1	1	1.5	1	2	1	3	2	3	2	2	2	1	1.9	3	2	4	4	3	3	4	3	3	4	3	4	2	4	4	4	5	4	3.5	5	4	3	4	5	4	4	4.142857143	5	4	5	4	3	3	3	3.857142857	1	1	2	1	2	1	3	2	1	1	2	1	1	2	1	1	1.4375	5	6	4	2	5	7	6	7	6	5	6	7	6	7	6	6.4	5	4	2	5	5	4.2	7	3	5	6	6	6	7	7	6	6	4	6	7	7	5	6	4	7	6	7	5	6	5.863636364	6	7	6	6.333333333	2	0	6	0	7.718025
1	18	0	1	1	2	1	1	2	2	2	2	2	1	1.6	4	4	4	5	4	5	3	4	5	5	4.3	2	2	3	3	4	3	3	4	2	4	4	4	2	3	4	4	5	4	3.333333333	4	4	4	5	4	4	5	4.285714286	5	5	5	4	4	4	4	4.428571429	1	2	2	1	2	2	1	1	2	1	1	3	1	1	1	2	1.5	3	7	2	3	4	7	6	7	7	5	7	7	6	7	7	6.8	3	2	3	4	5	3.4	5	4	6	6	6	4	5	6	5	6	5	5	6	2	7	4	5	7	5	5	5	4	5.136363636	3	7	7	5.666666667	2	0	5	0	20
1	18	0	1	2	3	3	2	4	1	1	3	3	2	2.4	3	2	2	3	4	5	1	1	3	4	2.8	4	3	4	3	4	2	4	4	2	4	3	3	1	3	3	2	4	5	3.222222222	4	5	4	5	1	5	5	4.142857143	5	4	4	4	4	3	4	4	2	3	3	2	2	2	2	3	1	1	2	2	1	3	1	1	1.9375	3	7	3	4	4	7	7	5	7	5	7	7	7	5	7	6.6	3	3	4	4	5	3.8	7	5	7	3	7	6	6	7	6	6	4	7	7	7	7	7	3	7	7	5	5	5	5.954545455	1	6	5	4	2	0	7	40	2.213765
1	17	0	1	1	3	1	2	4	1	3	2	2	3	2.2	2	1	3	3	4	4	1	1	4	4	2.7	3	4	5	4	4	3	3	3	4	4	5	4	3	1	3	5	5	4	3.722222222	4	2	3	4	5	3	2	3.285714286	4	4	4	4	2	2	4	3.428571429	1	1	1	1	2	1	1	4	1	1	1	1	1	2	1	1	1.3125	4	7	3	1	2	7	4	6	5	2	7	7	4	6	5	5.8	4	3	1	2	2	2.4	6	4	2	7	5	4	5	3	6	5	6	3	5	7	5	4	5	6	5	7	6	2	4.909090909	3	4	4	3.666666667	3	0	5	70	7.739274
1	18	0	1	3	1	3	1	2	1	2	4	2	1	2	4	1	1	2	1	4	1	2	2	2	2	2	4	4	4	5	4	4	4	3	4	4	4	3	4	3	4	3	4	3.722222222	5	3	5	4	4	5	5	4.428571429	4	4	5	1	5	1	4	3.428571429	2	1	2	3	3	2	1	1	1	2	1	2	1	2	1	1	1.625	2	7	1	1	3	7	3	2	3	1	7	7	3	2	3	4.4	2	1	1	3	1	1.6	7	6	1	7	7	7	7	6	7	6	7	6	7	7	6	7	7	1	7	7	7	4	6.090909091	3	7	6	5.333333333	7	0	6.5	75	17.371869
1	18	0	1	3	3	2	2	3	2	3	2	2	2	2.4	1	1	2	3	3	4	2	1	4	2	2.3	2	2	4	4	4	3	4	4	3	4	3	4	3	3	3	4	4	4	3.444444444	4	1	4	5	5	5	5	4.142857143	4	5	4	4	4	4	4	4.142857143	2	2	3	1	2	2	1	2	2	1	1	2	2	1	1	1	1.625	5	7	5	6	6	7	6	6	6	5	7	7	6	6	6	6.4	5	5	6	6	5	5.4	7	7	6	7	5	7	7	7	6	6	7	7	7	7	6	6	6	7	6	7	7	7	6.590909091	6	6	6	6	5	0	7	20	6.177943
1	18	1	1	5	4	3	5	4	2	4	4	4	3	3.8	2	2	1	1	4	4	2	1	2	3	2.2	4	4	4	5	4	2	5	3	4	4	4	4	3	4	4	4	4	4	3.888888889	4	1	4	4	4	4	3	3.428571429	4	4	4	3	4	3	4	3.714285714	2	1	2	2	3	2	2	2	2	2	1	1	1	2	1	2	1.75	6	6	1	1	3	7	6	6	5	5	6	7	6	6	5	6	6	1	1	3	5	3.2	7	4	2	6	2	6	2	4	1	1	4	4	5	3	4	3	1	5	4	3	3	4	3.545454545	5	6	5	5.333333333	4	0	6	0	17.687435
1	17	0	1	2	3	3	3	2	1	2	4	2	3	2.5	3	1	2	1	4	5	1	4	4	1	2.6	3	5	4	4	4	2	3	3	3	3	3	4	1	1	1	3	2	5	3	5	5	4	5	5	5	5	4.857142857	5	3	5	4	4	3	3	3.857142857	1	1	3	1	2	1	1	3	1	1	1	2	1	1	1	1	1.375	6	7	3	3	7	7	6	7	7	6	7	7	6	7	7	6.8	6	3	3	7	6	5	7	4	3	5	2	6	6	6	2	4	6	6	5	6	1	4	1	4	5	4	4	7	4.454545455	3	5	2	3.333333333	6	0	7	30	8.547347
1	18	0	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3.1	3	4	2	3	4	2	3	4	3	4	3	2	2	3	2	4	3	4	3.055555556	3	5	4	5	4	4	4	4.142857143	4	4	3	3	3	2	3	3.142857143	2	2	2	1	2	2	1	2	1	2	1	2	2	2	1	2	1.6875	4	6	5	4	5	7	5	5	6	4	6	7	5	5	6	5.8	4	5	4	5	4	4.4	6	3	6	5	5	4	5	6	5	6	4	5	6	6	5	6	4	7	6	4	4	4	5.090909091	6	6	4	5.333333333	5	0	5	60	8.623815
1	18	0	1	2	2	2	5	4	1	4	4	3	1	2.8	4	3	2	2	4	4	2	1	4	5	3.1	2	2	3	4	4	3	2	2	4	5	4	2	3	2	3	2	4	4	3.055555556	4	5	4	3	5	5	4	4.285714286	5	4	4	1	4	2	3	3.285714286	3	2	2	3	2	2	1	2	1	3	1	3	1	3	4	2	2.1875	6	7	4	5	6	7	7	7	7	4	7	7	7	7	7	7	6	4	5	6	4	5	3	1	5	3	7	2	6	7	7	5	2	2	7	5	2	3	3	6	5	7	6	3	4.409090909	2	6	6	4.666666667	3	0	4	75	15.467458
1	18	0	0	2	3	3	3	3	3	4	3	4	2	3	4	3	3	4	2	4	2	3	2	5	3.2	4	3	4	4	4	3	3	4	4	4	4	4	3	3	3	4	5	4	3.722222222	5	5	4	5	5	5	5	4.857142857	4	4	5	4	4	4	4	4.142857143	2	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1.25	6	7	3	3	6	7	7	7	7	7	7	7	7	7	7	7	6	3	3	6	7	5	3	5	5	3	5	4	6	7	4	4	4	6	7	6	1	5	4	6	7	4	5	4	4.772727273	5	6	5	5.333333333	7	0	7	5	NA
1	18	0	1	2	3	2	2	2	1	4	3	3	3	2.5	3	2	1	1	4	4	1	1	1	2	2	3	1	4	4	5	2	3	4	3	4	4	4	1	5	2	3	3	5	3.333333333	5	5	3	5	5	5	4	4.571428571	3	2	2	5	3	2	3	2.857142857	2	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1.25	1	7	2	1	3	7	7	4	7	3	7	7	7	4	7	6.4	1	2	1	3	3	2	7	6	6	5	7	7	7	6	7	7	6	7	7	7	5	6	5	7	7	7	7	6	6.454545455	6	7	7	6.666666667	5	1	6	80	20
1	18	1	1	2	3	2	2	2	1	3	2	3	2	2.2	4	3	4	4	4	5	3	4	3	4	3.8	3	4	4	4	4	4	4	4	4	4	3	4	4	3	3	4	3	4	3.722222222	3	2	4	3	4	3	4	3.285714286	3	3	3	1	3	3	3	2.714285714	3	2	3	4	2	4	3	2	3	3	2	2	2	3	2	2	2.625	6	6	4	5	6	6	6	5	6	5	6	6	6	5	6	5.8	6	4	5	6	5	5.2	4	4	4	6	4	4	5	6	6	5	5	6	6	7	6	7	2	6	7	6	6	4	5.272727273	4	6	5	5	2	0	3	60	5.059607
1	18	0	1	3	2	2	4	3	2	2	4	4	4	3	3	2	2	2	3	4	3	2	2	1	2.4	3	2	4	3	3	2	4	4	3	4	3	4	2	3	3	3	3	5	3.222222222	5	5	5	5	5	5	5	5	5	5	5	4	5	4	5	4.714285714	1	2	1	4	2	1	1	1	1	1	1	3	1	4	1	1	1.625	3	7	4	5	4	7	6	6	7	4	7	7	6	6	7	6.6	3	4	5	4	4	4	6	4	2	7	7	6	7	7	7	5	6	6	7	2	7	7	7	7	7	7	7	6	6.090909091	6	7	7	6.666666667	2	0	5	95	3.030049
1	17	0	1	3	3	2	1	1	1	3	4	2	3	2.3	3	2	3	4	5	5	3	2	4	4	3.5	3	4	4	4	4	4	3	4	2	4	3	4	2	4	4	2	3	4	3.444444444	2	1	4	2	3	2	2	2.285714286	4	3	5	1	4	1	2	2.857142857	3	4	3	2	4	2	2	2	3	2	2	4	3	3	2	2	2.6875	2	4	1	3	3	7	3	5	6	2	4	7	3	5	6	5	2	1	3	3	2	2.2	1	3	3	7	6	5	5	7	7	6	2	6	7	7	6	7	2	6	4	7	7	3	5.181818182	4	5	5	4.666666667	1	0	5	30	10.049182
1	18	0	1	2	2	2	2	1	3	3	3	1	1	2	4	2	2	2	4	4	3	2	2	4	2.9	3	3	4	4	4	4	4	4	4	4	3	5	2	3	3	3	4	5	3.666666667	4	4	4	4	4	5	4	4.142857143	5	4	5	4	5	4	4	4.428571429	1	1	3	1	2	2	2	1	1	1	1	2	1	2	1	1	1.4375	5	7	4	4	5	7	6	6	7	3	7	7	6	6	7	6.6	5	4	4	5	3	4.2	5	3	6	4	6	5	6	7	7	7	5	6	7	7	7	7	7	7	6	3	5	4	5.772727273	5	7	7	6.333333333	1	0	5.5	50	9.969287
1	18	0	0	2	2	2	1	2	1	1	1	2	2	1.6	3	1	1	1	1	1	2	1	2	3	1.6	2	2	2	3	3	2	3	2	2	4	3	2	2	2	3	1	3	5	2.555555556	5	4	4	4	5	4	3	4.142857143	4	4	4	3	4	2	5	3.714285714	3	3	2	3	3	3	2	3	3	2	2	2	2	2	2	2	2.4375	5	6	4	5	6	5	6	5	7	5	6	5	6	5	7	5.8	5	4	5	6	5	5	6	5	4	3	3	6	4	5	6	5	5	2	6	4	5	3	5	6	3	4	4	6	4.545454545	6	4	4	4.666666667	5	0	7	10	NA
1	18	0	1	2	4	4	2	2	3	3	4	1	2	2.7	5	1	1	2	4	5	4	2	4	4	3.2	2	2	5	5	3	4	4	3	4	5	5	4	3	4	2	3	3	5	3.666666667	5	4	3	4	4	2	3	3.571428571	1	4	5	2	4	4	3	3.285714286	1	1	3	1	1	1	1	2	1	1	2	1	1	1	1	1	1.25	2	7	4	4	5	7	7	6	7	4	7	7	7	6	7	6.8	2	4	4	5	4	3.8	5	6	7	3	5	7	1	7	7	6	5	7	7	7	6	6	5	7	6	1	5	6	5.545454545	3	7	5	5	2	0	6	70	3.615471
1	18	0	1	4	4	2	1	1	2	3	1	3	1	2.2	4	3	3	4	3	4	1	1	3	5	3.1	4	1	4	3	3	2	2	2	2	4	3	4	2	2	2	3	4	2	2.722222222	4	4	3	4	4	4	4	3.857142857	4	3	4	2	2	3	3	3	1	1	3	1	1	1	2	3	2	1	2	1	1	1	2	1	1.5	1	7	5	5	5	6	4	3	4	1	7	6	4	3	4	4.8	1	5	5	5	1	3.4	7	3	4	4	6	7	7	7	7	6	7	7	7	7	7	7	5	7	6	4	6	6	6.090909091	4	5	5	4.666666667	4	0	6	50	6.888219
1	18	0	1	1	1	3	1	2	1	2	2	2	1	1.6	4	2	3	5	5	4	4	3	4	5	3.9	3	2	4	3	2	4	2	5	3	4	4	4	3	2	3	2	5	4	3.277777778	4	4	5	5	2	4	3	3.857142857	5	5	4	3	4	3	4	4	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1.1875	3	7	1	1	5	7	6	6	6	4	7	7	6	6	6	6.4	3	1	1	5	4	2.8	3	1	2	1	5	1	6	7	7	7	4	7	6	7	6	7	5	6	7	6	5	5	5.045454545	4	1	1	2	6	0	7	50	9.755255
1	18	0	1	2	3	2	3	2	2	4	2	2	2	2.4	4	3	4	3	4	4	2	4	4	4	3.6	1	1	4	4	4	1	3	4	4	4	4	4	3	3	3	4	3	2	3.111111111	2	4	3	4	4	4	3	3.428571429	4	4	4	4	4	2	4	3.714285714	2	2	2	1	1	1	1	3	1	1	1	2	1	1	1	2	1.4375	4	6	2	1	2	7	5	5	5	5	6	7	5	5	5	5.6	4	2	1	2	5	2.8	7	7	6	5	6	6	7	7	7	7	7	7	7	7	5	7	4	7	7	7	6	7	6.5	7	7	7	7	3	0	6	0	12.021641
1	18	0	1	1	3	2	2	3	2	3	4	3	3	2.6	5	1	2	4	3	4	3	1	1	3	2.7	3	3	3	4	4	2	2	4	3	4	4	2	1	4	3	2	1	5	3	5	4	3	2	5	5	3	3.857142857	5	5	3	4	4	4	3	4	3	2	2	1	3	2	1	1	3	2	1	3	2	3	2	2	2.0625	4	6	3	2	2	7	5	4	7	4	6	7	5	4	7	5.8	4	3	2	2	4	3	6	1	7	4	6	5	7	7	6	6	5	4	7	4	5	1	3	7	1	7	6	6	5.045454545	6	7	7	6.666666667	6	1	7	60	11.033169
1	18	0	1	3	2	2	2	2	2	3	2	2	2	2.2	3	2	2	2	2	2	3	2	2	2	2.2	2	4	2	2	3	3	4	4	3	3	3	4	2	3	2	4	3	4	3.055555556	4	4	4	4	4	4	5	4.142857143	4	4	4	3	3	3	4	3.571428571	3	2	1	2	3	2	1	2	3	2	1	2	1	2	2	1	1.875	6	6	3	3	3	7	6	6	7	5	6	7	6	6	7	6.4	6	3	3	3	5	4	5	4	4	3	6	2	6	6	5	5	6	3	6	7	7	6	7	7	6	6	7	5	5.409090909	3	6	6	5	2	0	5	50	2.557968
1	18	0	1	2	3	2	2	4	2	3	3	3	1	2.5	4	2	1	4	3	4	2	2	3	5	3	2	2	4	5	5	3	3	4	3	4	2	3	2	2	4	3	2	3	3.111111111	4	5	4	4	5	5	5	4.571428571	5	5	4	4	4	3	4	4.142857143	2	1	2	1	1	1	2	1	1	1	4	2	1	1	1	1	1.4375	6	7	5	5	6	7	6	6	6	5	7	7	6	6	6	6.4	6	5	5	6	5	5.4	6	5	1	4	1	7	2	7	6	4	5	7	7	7	6	6	6	7	7	7	7	6	5.5	5	6	6	5.666666667	5	1	7	80	17.58911
1	18	1	1	1	2	2	1	1	1	2	2	1	1	1.4	5	4	4	5	5	5	4	4	5	5	4.6	5	5	5	4	5	5	3	1	4	5	5	5	4	5	4	3	3	5	4.222222222	2	3	4	3	3	1	1	2.428571429	4	5	4	4	5	3	3	4	3	1	4	3	3	3	3	2	3	2	2	1	1	4	2	1	2.375	5	5	5	4	5	6	4	4	5	5	5	6	4	4	5	4.8	5	5	4	5	5	4.8	3	1	1	7	1	5	5	7	6	1	3	7	5	7	6	7	6	6	7	7	7	5	5	1	1	5	2.333333333	2	0	3	100	5.841785
1	18	0	0	3	3	3	3	2	3	3	3	2	3	2.8	3	2	2	3	2	4	2	2	1	4	2.5	2	3	2	4	4	2	5	4	2	4	3	3	2	3	1	4	4	4	3.111111111	4	4	4	4	5	4	4	4.142857143	4	4	4	2	4	4	4	3.714285714	2	2	2	1	2	2	2	2	2	1	1	2	1	2	2	1	1.6875	5	7	2	3	5	7	5	6	6	4	7	7	5	6	6	6.2	5	2	3	5	4	3.8	6	6	6	6	5	6	6	7	5	7	6	6	7	7	4	6	4	7	6	6	7	3	5.863636364	5	6	6	5.666666667	3	0	7	0	NA
1	19	0	1	1	3	4	4	1	2	5	2	1	1	2.4	5	2	1	1	4	4	1	2	2	5	2.7	4	1	4	4	5	4	1	3	2	4	5	5	2	5	1	5	3	5	3.5	1	1	4	1	4	5	3	2.714285714	3	5	4	3	4	1	2	3.142857143	3	3	1	1	4	1	1	2	2	2	3	2	1	1	1	1	1.8125	7	3	7	7	7	7	5	4	7	7	3	7	5	4	7	5.2	7	7	7	7	7	7	7	7	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6.909090909	6	7	7	6.666666667	2	0	7	40	11.178212
1	19	1	1	1	2	2	3	1	1	1	2	2	1	1.6	5	4	4	5	5	5	4	4	4	5	4.5	4	4	4	4	2	4	4	4	4	4	4	4	4	4	2	4	4	4	3.777777778	3	5	4	4	4	2	2	3.428571429	4	4	4	4	4	2	2	3.428571429	2	3	4	3	3	2	2	3	3	4	3	3	2	3	2	2	2.75	5	4	3	2	1	7	3	4	4	3	4	7	3	4	4	4.4	5	3	2	1	3	2.8	2	3	1	3	1	2	2	5	5	2	6	3	5	5	3	2	2	3	3	5	2	3	3.090909091	1	2	2	1.666666667	1	0	2	80	4.766936
1	20	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	4	2	3	3	3	3	3	3	3	3	3	3	3	2.944444444	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	2	2	3	3	2	3	3	3	3	2	2.6875	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	5	3	5	3	5	3	3	5	5	3	5	3	5	3	3	5	5	3	3	3.909090909	5	3	3	3.666666667	5	0	6	55	10.962231
1	18	0	0	3	3	3	2	2	2	2	3	2	3	2.5	2	1	1	2	4	4	2	1	3	4	2.4	2	3	4	4	5	1	5	4	2	3	4	4	2	3	2	3	4	5	3.333333333	3	5	4	4	4	3	2	3.571428571	5	5	5	4	4	4	3	4.285714286	3	4	4	1	3	2	2	3	2	3	3	4	1	3	1	2	2.5625	2	6	2	2	1	7	3	5	6	1	6	7	3	5	6	5.4	2	2	2	1	1	1.6	6	6	1	4	6	5	4	7	5	7	3	3	7	5	2	7	5	7	7	6	6	5	5.181818182	5	7	7	6.333333333	2	0	6	90	NA
1	19	1	1	1	4	2	3	2	1	4	4	2	1	2.4	5	1	2	3	4	4	2	1	4	4	3	2	3	4	4	3	2	3	2	3	4	3	5	2	3	3	4	2	4	3.111111111	2	4	4	3	4	2	1	2.857142857	5	5	3	4	4	2	4	3.857142857	1	2	4	2	2	3	2	2	1	2	2	1	1	3	1	2	1.9375	3	6	2	2	3	7	3	4	6	2	6	7	3	4	6	5.2	3	2	2	3	2	2.4	4	3	1	6	1	3	3	6	5	4	6	6	6	5	5	3	2	4	4	2	2	2	3.772727273	2	4	4	3.333333333	1	0	2	70	2.934816
1	18	0	1	1	2	2	3	2	1	3	4	3	1	2.2	5	2	4	1	5	5	3	2	3	4	3.4	2	4	5	5	4	3	4	4	4	4	3	5	4	3	3	4	1	5	3.722222222	4	4	5	3	5	4	5	4.285714286	5	5	5	1	5	4	3	4	3	3	1	2	3	1	1	1	1	2	1	3	2	3	1	1	1.8125	6	7	4	4	5	7	6	7	7	5	7	7	6	7	7	6.8	6	4	4	5	5	4.8	7	3	5	7	7	7	7	7	7	7	3	7	7	7	5	7	6	7	5	7	7	7	6.318181818	6	7	6	6.333333333	3	0	7	25	16.117064
1	18	1	0	1	4	1	4	4	2	1	5	4	1	2.7	5	2	4	4	2	4	5	1	2	5	3.4	4	4	4	5	3	2	2	4	3	4	4	5	4	3	4	3	4	1	3.5	2	2	2	1	5	2	2	2.285714286	4	4	3	2	3	2	2	2.857142857	3	1	2	2	4	2	4	4	3	1	3	1	2	3	2	3	2.5	2	2	2	2	1	6	3	3	4	1	2	6	3	3	4	3.6	2	2	2	1	1	1.6	3	2	3	5	3	7	3	7	3	1	4	1	5	6	3	4	2	3	4	6	4	2	3.681818182	3	3	3	3	1	0	1	100	NA
