STUDY	AGE	GENDER	DECISION	DEO1	DEO2	DEO3	DEO4	DEO5	DEO6	DEO7	DEO8	DEO9	DEO10	DEO	CON1	CON2	CON3	CON4	CON5	CON6	CON7	CON8	CON9	CON10	CON	NFC1 	NFC2 	NFC3	NFC4	NFC5	NFC6	NFC7	NFC8	NFC9	NFC10	NFC11	NFC12	NFC13	NFC14	NFC15	NFC16	NFC17	NFC18	NFC	EC1	EC2	EC3	EC4	EC5	EC6	EC7	EC	PT1	PT2	PT3	PT4	PT5	PT6	PT7	PT	PP1	PP2	PP3	PP4	PP5	PP6	PP7	PP8	PP9	PP10	PP11	PP12	PP13	PP14	PP15	PP16	PP	MID1	MID2	MID3	MID4	MID5	MID6	MID7	MID8	MID9	MID10	I1	I2	I3	I4	I5	I	S1	S2	S3	S4	S5	S	AE1	AE2	AE3	AE4	AE5	AE6	AE7	AE8	AE9	AE10	AE11	AE12	AE13	AE14	AE15	AE16	AE17	AE18	AE19	AE20	AE21	AE22	AE	MOUSE1	MOUSE2	MOUSE3	MOUSE	DOUBT	OTHERCHOICE	UNCOMFORTABLE	NOSHOCK	RT
1	18	0	NA	3	2	1	3	1	2	3	2	3	3	2.3	4	1	1	2	4	4	1	1	4	3	2.5	2	2	4	5	4	4	1	4	4	4	3	4	2	3	3	4	4	4	3.388888889	4	4	3	4	2	4	4	3.571428571	5	4	4	4	4	3	3	3.857142857	1	1	4	3	3	1	3	1	1	1	2	2	1	3	1	1	1.8125	4	6	1	1	5	7	4	4	6	4	6	7	4	4	6	5.4	4	1	1	5	4	3	5	5	5	4	6	5	3	6	4	5	5	4	4	7	5	7	4	5	7	5	3	4	4.909090909	1	1	1	1	NA	NA	NA	NA	NA
1	18	1	1	3	3	1	3	3	2	4	3	3	2	2.7	3	2	1	3	4	3	2	1	2	4	2.5	3	2	4	4	3	2	3	5	3	3	4	4	3	3	4	4	4	2	3.333333333	3	4	3	3	4	4	2	3.285714286	4	4	3	3	3	2	2	3	3	2	3	2	3	2	2	3	3	3	3	3	2	3	2	3	2.625	3	5	3	3	2	5	5	4	5	4	5	5	5	4	5	4.8	3	3	3	2	4	3	5	3	2	3	3	3	4	5	3	3	3	3	4	5	3	2	4	5	4	3	3	4	3.5	3	3	3	3	5	0	6	0	15.396327
1	20	0	1	3	3	3	2	3	3	3	2	3	3	2.8	4	3	3	3	3	3	3	3	3	3	3.1	2	3	3	4	4	4	4	5	4	4	4	5	3	4	3	3	1	4	3.555555556	4	5	4	5	5	4	4	4.428571429	4	3	4	2	5	4	4	3.714285714	3	2	2	1	3	2	3	2	3	1	1	2	1	1	1	1	1.8125	6	3	5	4	6	5	5	5	5	6	3	5	5	5	5	4.6	6	5	4	6	6	5.4	4	4	5	5	5	4	5	3	4	6	3	3	7	2	5	7	4	4	3	2	4	5	4.272727273	4	4	5	4.333333333	4	0	6	11	16.193411
1	18	0	1	2	4	2	4	3	1	4	5	3	4	3.2	3	2	2	2	3	4	2	1	2	3	2.4	2	2	4	3	2	2	3	4	4	4	3	3	2	2	2	3	3	3	2.833333333	3	3	3	4	4	4	3	3.428571429	2	2	3	3	3	2	4	2.714285714	2	2	2	2	2	2	1	3	1	3	2	2	2	1	1	2	1.875	6	6	5	2	6	7	7	7	7	6	6	7	7	7	7	6.8	6	5	2	6	6	5	4	2	6	1	7	6	6	7	5	7	4	2	7	7	5	1	4	7	5	3	7	4	4.863636364	4	5	3	4	2	0	5	60	12.834632
1	18	0	1	2	4	4	3	3	2	4	2	2	1	2.7	5	2	2	3	4	4	2	4	4	5	3.5	3	4	5	2	4	3	3	2	3	2	4	4	3	4	3	4	4	4	3.388888889	5	4	4	5	4	4	5	4.428571429	4	3	4	4	4	4	5	4	1	1	2	1	3	2	1	1	2	1	1	1	1	2	1	1	1.375	6	6	5	4	6	7	6	5	6	5	6	7	6	5	6	6	6	5	4	6	5	5.2	6	4	6	4	6	6	6	6	6	7	3	4	7	1	6	4	6	7	7	7	7	7	5.590909091	7	7	7	7	2	0	6	50	3.915336
1	20	1	NA	5	5	3	4	1	2	5	5	3	2	3.5	4	1	1	2	4	4	3	1	3	4	2.7	3	4	4	5	5	5	4	2	5	4	4	4	2	3	4	5	3	4	3.888888889	5	5	4	4	5	5	4	4.571428571	5	5	5	3	5	1	3	3.857142857	1	2	1	1	3	1	2	3	1	1	2	1	1	1	1	1	1.4375	2	7	6	7	6	7	7	5	6	7	7	7	7	5	6	6.4	2	6	7	6	7	5.6	7	2	4	7	7	5	3	7	5	4	7	7	3	3	7	7	2	5	5	7	2	5	5.045454545	4	6	6	5.333333333	NA	NA	NA	NA	NA
1	18	0	NA	2	3	2	2	3	2	3	3	4	2	2.6	4	2	4	4	3	4	2	3	2	4	3.2	2	2	3	3	4	2	4	3	4	4	3	4	3	2	2	4	4	4	3.166666667	4	2	4	4	4	4	4	3.714285714	4	4	4	3	3	2	3	3.285714286	1	2	3	1	3	1	1	2	1	1	1	1	1	2	1	1	1.4375	5	7	3	5	5	7	5	5	5	5	7	7	5	5	5	5.8	5	3	5	5	5	4.6	7	4	4	6	5	7	7	7	7	7	6	7	7	7	6	7	5	7	7	6	7	7	6.363636364	7	6	7	6.666666667	NA	NA	NA	NA	NA
1	18	1	1	1	3	4	1	3	3	3	3	2	1	2.4	1	1	2	5	4	3	3	1	4	5	2.9	4	4	5	3	4	3	3	5	4	4	5	5	4	4	4	4	3	5	4.055555556	5	5	5	5	5	5	4	4.857142857	4	4	5	4	4	3	4	4	1	2	3	3	1	1	1	2	2	2	1	2	1	2	1	1	1.625	2	7	6	4	3	7	6	6	7	5	7	7	6	6	7	6.6	2	6	4	3	5	4	7	5	7	7	7	6	7	7	6	5	5	4	7	7	5	6	4	7	7	7	7	6	6.181818182	4	7	7	6	4	0	6	40	4.671044
1	18	0	1	3	3	3	3	3	3	3	3	3	3	3	4	2	3	2	4	4	2	2	2	3	2.8	2	3	4	4	4	2	3	3	2	3	3	3	2	3	2	2	2	3	2.777777778	4	4	4	4	4	3	3	3.714285714	3	3	3	4	3	3	3	3.142857143	2	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2.125	3	6	3	5	5	7	5	5	6	5	6	7	5	5	6	5.8	3	3	5	5	5	4.2	7	4	6	5	5	6	6	4	5	4	4	3	6	5	4	6	5	5	4	3	4	5	4.818181818	2	6	6	4.666666667	3	0	7	50	13.865837
1	20	1	1	4	4	4	4	2	1	2	4	2	2	2.9	2	2	2	2	4	5	4	2	4	4	3.1	2	2	3	3	4	3	4	4	4	4	4	4	4	3	3	3	4	3	3.388888889	2	3	3	3	4	3	4	3.142857143	4	4	3	2	4	3	2	3.142857143	3	2	3	3	3	2	3	3	2	3	3	2	2	3	2	2	2.5625	3	5	2	2	3	6	4	4	4	3	5	6	4	4	4	4.6	3	2	2	3	3	2.6	4	3	3	4	3	5	4	5	5	3	4	5	4	3	3	3	5	5	4	3	3	4	3.863636364	3	3	3	3	3	0	5	50	4.104334
1	18	1	0	4	4	4	3	4	1	4	4	2	4	3.4	4	2	2	4	4	4	2	2	2	4	3	2	3	4	3	4	2	3	2	3	3	4	3	3	3	3	4	2	4	3.055555556	4	3	4	3	4	3	4	3.571428571	4	4	4	4	4	3	4	3.857142857	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2.0625	3	6	4	2	2	6	6	6	6	3	6	6	6	6	6	6	3	4	2	2	3	2.8	5	5	4	3	2	4	4	5	6	5	4	4	5	5	5	5	5	5	4	5	5	4	4.5	4	6	5	5	4	0	5	80	NA
1	19	0	1	1	2	1	2	1	1	1	2	2	1	1.4	5	4	5	3	5	5	1	4	4	5	4.1	3	4	5	5	5	5	5	2	3	4	3	5	2	5	3	4	5	5	4.055555556	5	5	5	4	5	5	5	4.857142857	5	4	5	5	5	2	4	4.285714286	2	1	3	3	2	3	2	1	1	1	1	1	1	4	2	1	1.8125	1	7	1	1	3	7	6	7	7	3	7	7	6	7	7	6.8	1	1	1	3	3	1.8	6	4	4	3	2	2	5	1	1	1	7	5	7	7	1	7	6	7	4	2	4	7	4.227272727	4	7	7	6	2	0	5	95	4.070757
1	18	0	1	2	3	2	4	1	2	2	1	2	2	2.1	4	2	4	2	5	4	4	1	4	4	3.4	2	4	4	4	2	5	5	1	2	4	2	4	1	1	1	1	2	5	2.777777778	5	4	5	5	5	5	5	4.857142857	4	4	5	5	5	5	4	4.571428571	3	2	4	2	2	2	2	3	2	2	1	2	2	3	1	2	2.1875	4	6	4	6	6	7	6	5	6	4	6	7	6	5	6	6	4	4	6	6	4	4.8	6	7	7	1	7	3	7	7	7	7	7	7	7	7	7	7	1	7	5	7	7	7	6.136363636	6	7	7	6.666666667	1	0	7	90	1.741758
1	17	1	1	3	3	3	3	1	1	2	2	1	3	2.2	5	1	2	1	2	3	1	1	1	2	1.9	3	2	4	2	3	4	1	1	2	3	5	4	3	4	3	3	2	4	2.944444444	4	4	4	2	4	3	2	3.285714286	4	5	4	3	4	4	4	4	3	2	2	2	4	2	2	3	2	3	1	2	1	3	1	1	2.125	5	6	1	1	5	7	4	4	4	2	6	7	4	4	4	5	5	1	1	5	2	2.8	4	5	1	3	6	4	4	6	6	6	4	6	7	6	4	6	6	6	5	7	5	2	4.954545455	2	4	4	3.333333333	3	0	6	60	12.423375
1	18	0	1	2	2	2	2	3	2	3	3	2	2	2.3	4	3	3	5	4	4	3	4	2	5	3.7	2	3	3	3	4	2	3	4	2	4	4	4	2	3	3	4	4	3	3.166666667	4	1	3	4	5	5	4	3.714285714	4	2	5	3	3	4	4	3.571428571	2	2	3	2	2	2	1	3	2	2	1	2	1	1	1	2	1.8125	5	6	5	2	4	7	6	5	6	6	6	7	6	5	6	6	5	5	2	4	6	4.4	6	5	5	6	7	4	6	6	5	5	6	6	7	2	3	6	3	7	6	3	6	6	5.272727273	5	5	5	5	3	0	5	60	15.273606
1	19	1	0	2	3	2	3	3	1	2	4	3	2	2.5	4	2	2	3	4	5	4	2	3	4	3.3	2	2	4	3	3	3	2	3	4	3	3	3	3	3	3	4	4	4	3.111111111	4	3	4	3	4	4	3	3.571428571	5	4	4	1	3	1	1	2.714285714	3	3	3	4	2	3	3	2	2	2	2	2	2	3	1	2	2.4375	5	5	4	1	3	4	4	3	3	4	5	4	4	3	3	3.8	5	4	1	3	4	3.4	6	4	2	4	2	6	5	5	6	4	5	3	5	4	1	2	4	5	3	3	3	3	3.863636364	2	4	3	3	3	1	6	90	NA
1	18	0	1	2	4	3	2	2	1	4	5	3	2	2.8	3	1	2	3	4	4	2	1	2	4	2.6	2	2	4	5	5	1	3	4	3	3	3	2	1	1	3	2	2	3	2.722222222	3	3	5	4	4	4	4	3.857142857	4	3	4	3	3	3	3	3.285714286	2	3	3	1	1	1	1	1	2	3	1	1	1	2	1	1	1.5625	3	6	5	3	5	7	6	6	7	4	6	7	6	6	7	6.4	3	5	3	5	4	4	6	2	7	7	6	5	7	7	7	7	6	4	7	7	4	5	4	7	6	5	7	7	5.909090909	4	7	6	5.666666667	6	0	7	20	14.111616
1	18	1	1	2	3	2	2	2	1	2	3	2	2	2.1	4	2	3	4	3	5	3	2	4	3	3.3	3	2	3	4	4	2	2	2	3	4	3	4	2	4	4	3	2	3	3	3	3	3	3	3	2	3	2.857142857	4	4	5	3	4	4	4	4	3	2	2	2	3	2	2	3	2	2	2	2	2	3	2	2	2.25	5	6	4	4	5	7	5	5	5	4	6	7	5	5	5	5.6	5	4	4	5	4	4.4	6	4	2	5	4	6	3	4	4	5	6	3	5	6	5	6	4	5	6	6	6	5	4.818181818	3	4	4	3.666666667	3	0	3	65	9.657467
1	19	0	1	4	4	4	3	3	2	4	4	4	4	3.6	2	2	2	3	3	3	2	2	3	3	2.5	4	4	4	5	4	3	2	4	3	5	4	5	3	4	3	3	4	4	3.777777778	4	3	5	4	1	3	3	3.285714286	4	4	5	3	4	4	4	4	1	2	2	1	3	1	1	3	1	2	2	2	1	2	1	1	1.625	4	6	6	5	6	7	7	7	7	4	6	7	7	7	7	6.8	4	6	5	6	4	5	7	6	7	7	6	5	6	7	5	7	6	6	7	7	5	3	5	7	5	5	7	6	6	6	6	6	6	2	0	2	30	16.570433
1	18	0	1	1	2	1	3	2	2	2	3	2	1	1.9	5	4	4	3	4	5	4	3	4	5	4.1	3	3	4	4	4	3	4	3	3	4	4	4	3	2	3	4	2	5	3.444444444	5	5	5	5	5	5	5	5	5	4	5	2	5	4	5	4.285714286	2	2	3	3	2	3	3	2	2	1	1	3	1	3	1	1	2.0625	5	7	4	1	5	7	6	5	6	5	7	7	6	5	6	6.2	5	4	1	5	5	4	6	4	3	6	6	7	5	7	5	6	4	5	7	6	1	7	6	6	6	7	7	5	5.545454545	6	7	6	6.333333333	2	0	4	75	4.743615
1	20	0	0	2	3	3	2	2	2	1	3	3	3	2.4	2	1	1	2	3	4	1	1	2	3	2	2	4	4	4	4	3	3	4	3	4	3	4	2	3	3	4	3	5	3.444444444	4	3	4	4	5	5	4	4.142857143	3	4	4	3	4	4	4	3.714285714	2	3	3	1	3	1	4	1	1	1	1	3	1	3	1	3	2	4	6	4	6	4	7	7	7	7	3	6	7	7	7	7	6.8	4	4	6	4	3	4.2	5	6	7	2	7	5	6	7	6	1	6	7	7	7	6	7	6	7	6	4	5	6	5.727272727	7	7	7	7	5	1	7	50	NA
1	23	0	1	4	3	3	4	5	2	3	5	2	4	3.5	3	3	1	4	1	4	3	1	2	4	2.6	3	4	4	3	4	4	2	4	2	4	4	4	3	4	2	2	4	3	3.333333333	4	3	3	3	3	3	3	3.142857143	4	4	4	4	4	3	2	3.571428571	2	3	3	2	3	2	2	3	2	2	2	3	2	3	2	2	2.375	6	6	3	2	6	7	4	4	5	5	6	7	4	4	5	5.2	6	3	2	6	5	4.4	4	1	2	3	4	3	5	6	4	4	6	6	6	7	5	6	4	3	4	4	5	2	4.272727273	2	3	3	2.666666667	5	1	7	80	20
1	19	1	1	2	3	1	2	1	1	2	4	2	1	1.9	4	2	3	4	4	4	2	1	3	4	3.1	3	4	4	4	4	2	2	3	4	4	4	3	2	3	3	3	4	4	3.333333333	3	4	2	4	5	3	3	3.428571429	4	4	4	3	4	3	4	3.714285714	2	2	2	1	3	2	1	2	2	2	3	2	1	3	2	1	1.9375	4	6	5	5	5	7	6	5	6	2	6	7	6	5	6	6	4	5	5	5	2	4.2	5	4	3	5	3	5	5	6	5	3	4	4	6	6	4	5	4	6	3	6	5	5	4.636363636	6	6	6	6	2	0	5	80	8.533418
1	18	1	1	2	2	2	2	2	2	2	2	1	1	1.8	4	2	3	3	3	4	3	3	2	4	3.1	2	3	3	2	2	2	3	2	2	4	3	3	2	2	3	3	4	3	2.666666667	3	3	4	3	3	2	2	2.857142857	3	4	4	4	4	2	3	3.428571429	3	2	3	3	3	2	2	2	2	2	2	2	2	3	2	2	2.3125	5	6	2	2	4	7	4	3	6	4	6	7	4	3	6	5.2	5	2	2	4	4	3.4	5	2	3	3	6	3	5	6	5	5	5	5	6	7	3	5	3	6	5	6	6	4	4.727272727	4	5	5	4.666666667	3	0	6	55	11.257031
1	18	0	1	2	3	2	2	2	2	2	3	3	2	2.3	4	3	3	4	3	3	2	2	3	4	3.1	4	3	4	3	4	2	4	3	3	5	3	4	3	4	3	4	4	4	3.555555556	3	3	4	3	4	4	4	3.571428571	4	3	4	3	4	3	3	3.428571429	1	1	3	2	2	2	1	3	1	2	1	2	1	2	1	1	1.625	2	7	2	4	2	7	7	7	7	2	7	7	7	7	7	7	2	2	4	2	2	2.4	7	7	7	7	7	7	7	7	7	7	6	7	7	1	7	7	7	7	7	7	7	7	6.681818182	7	7	7	7	4	0	7	80	13.553706
1	18	0	1	2	4	3	3	3	1	3	4	3	2	2.8	4	1	1	1	4	4	2	1	3	4	2.5	2	2	4	3	4	2	4	4	4	4	3	4	2	2	2	4	4	4	3.222222222	4	4	4	5	5	4	3	4.142857143	3	4	4	4	2	1	3	3	1	2	2	1	2	2	1	2	1	1	1	1	1	3	1	1	1.4375	5	7	1	1	5	7	6	7	7	5	7	7	6	7	7	6.8	5	1	1	5	5	3.4	5	4	5	4	3	7	2	7	4	2	5	5	5	7	1	6	3	4	5	2	4	5	4.318181818	4	5	5	4.666666667	4	0	6	75	5.741299
1	19	0	1	2	3	3	3	3	3	3	3	2	3	2.8	4	3	3	3	4	4	2	3	3	3	3.2	3	3	3	3	3	3	3	3	4	3	3	4	3	3	3	3	3	4	3.166666667	3	3	3	3	4	3	3	3.142857143	3	4	4	4	4	3	3	3.571428571	3	2	3	1	3	2	2	2	2	2	2	2	2	1	1	2	2	4	5	3	5	5	7	5	4	5	5	5	7	5	4	5	5.2	4	3	5	5	5	4.4	5	5	4	5	6	6	5	6	4	4	4	4	6	6	5	5	4	6	5	6	6	5	5.090909091	4	4	4	4	3.5	0	4	45	15.445739
1	18	1	1	2	4	2	2	4	2	2	4	2	2	2.6	4	2	2	2	4	4	2	1	4	4	2.9	4	2	3	4	4	2	4	4	4	4	3	4	4	4	2	3	4	4	3.5	3	3	4	4	4	4	4	3.714285714	5	4	4	2	3	4	4	3.714285714	2	2	2	3	3	2	3	2	1	2	2	2	2	3	2	2	2.1875	5	7	4	4	3	7	5	6	6	5	7	7	5	6	6	6.2	5	4	4	3	5	4.2	2	5	5	6	5	6	2	7	5	4	3	5	5	6	4	6	5	5	5	4	3	3	4.590909091	3	3	4	3.333333333	2	0	2	60	2.746188
1	19	0	1	2	3	3	3	4	2	3	4	4	2	3	4	2	4	3	2	4	3	3	3	5	3.3	2	3	2	2	3	2	3	2	2	3	2	4	1	1	2	1	1	2	2.111111111	4	1	4	4	4	3	2	3.142857143	4	3	4	3	3	2	2	3	2	2	3	1	3	2	3	2	1	1	3	2	1	3	1	2	2	6	6	1	2	5	7	5	5	7	5	6	7	5	5	7	6	6	1	2	5	5	3.8	4	4	2	6	4	3	5	6	6	6	4	5	4	5	1	2	5	5	3	7	6	4	4.409090909	2	5	2	3	3	0	7	40	5.525066
1	18	1	NA	1	5	1	2	2	2	5	2	1	1	2.2	4	1	1	2	4	5	1	1	2	4	2.5	4	2	4	5	4	1	3	3	3	4	4	4	3	4	3	4	3	3	3.388888889	3	4	3	4	4	1	1	2.857142857	5	4	4	3	4	3	4	3.857142857	2	1	4	1	2	2	2	3	1	2	2	1	1	4	2	1	1.9375	5	7	4	5	5	7	4	5	7	4	7	7	4	5	7	6	5	4	5	5	4	4.6	2	4	1	4	4	4	4	7	7	4	4	4	6	7	4	7	6	6	3	2	4	4	4.454545455	1	4	4	3	NA	NA	NA	NA	NA
1	18	0	0	2	3	2	2	3	1	3	3	3	1	2.3	4	2	2	5	2	5	2	1	2	4	2.9	1	2	2	3	2	3	1	2	3	2	2	3	1	2	1	2	4	5	2.277777778	5	1	4	5	4	5	5	4.142857143	5	4	5	4	4	4	3	4.142857143	2	1	2	2	3	2	1	1	2	1	2	1	1	3	1	1	1.625	2	7	2	1	2	7	6	7	7	4	7	7	6	7	7	6.8	2	2	1	2	4	2.2	7	6	2	4	6	3	7	6	6	6	4	6	6	6	5	6	5	7	6	7	5	6	5.545454545	7	7	6	6.666666667	2	0	6	20	NA
1	19	0	1	4	5	4	5	4	4	5	4	2	2	3.9	4	2	3	1	4	5	2	2	4	5	3.2	4	4	4	4	5	4	3	5	4	3	4	4	3	4	4	4	5	5	4.055555556	5	5	5	3	5	3	2	4	4	5	4	5	2	3	4	3.857142857	4	3	2	1	4	1	1	1	2	2	1	2	1	1	1	1	1.75	5	7	4	1	5	7	6	6	6	5	7	7	6	6	6	6.4	5	4	1	5	5	4	7	7	1	7	4	7	7	7	7	1	7	7	7	7	7	4	7	7	7	7	7	4	6.045454545	4	5	5	4.666666667	6	0	7	0	14.84241
1	18	0	1	1	1	1	2	1	1	2	1	1	1	1.2	2	1	1	1	2	2	2	1	2	1	1.5	2	4	5	4	5	4	4	5	4	4	3	4	4	3	3	4	4	5	3.944444444	5	5	4	4	5	5	4	4.571428571	4	3	5	3	3	3	4	3.571428571	1	1	3	1	1	1	3	3	1	1	1	1	1	1	1	1	1.375	2	7	1	5	3	7	6	7	7	4	7	7	6	7	7	6.8	2	1	5	3	4	3	7	2	4	7	7	5	7	7	6	4	4	6	7	7	4	5	7	7	6	6	7	5	5.772727273	5	7	7	6.333333333	2	0	4	80	6.665006
1	17	0	0	5	5	4	4	4	3	1	3	4	1	3.4	4	1	2	5	2	5	1	1	5	4	3	1	2	3	3	2	1	4	2	2	5	3	3	1	2	1	2	1	5	2.388888889	4	2	4	2	5	4	3	3.428571429	4	5	5	4	5	2	5	4.285714286	2	2	4	2	2	3	2	4	2	2	1	2	1	3	1	1	2.125	2	4	1	1	4	7	2	4	5	5	4	7	2	4	5	4.4	2	1	1	4	5	2.6	7	2	1	7	7	4	7	7	7	4	5	3	6	7	4	3	7	6	7	7	7	7	5.545454545	2	6	4	4	1	0	5	60	NA
1	18	0	1	2	1	1	2	1	1	2	1	3	1	1.5	4	1	4	4	5	4	2	1	3	5	3.3	1	2	3	1	3	2	4	2	1	2	1	2	1	1	4	1	2	4	2.055555556	4	5	3	5	5	5	5	4.571428571	5	5	5	5	4	5	3	4.571428571	3	1	2	1	1	1	1	2	3	1	1	1	1	2	1	1	1.4375	5	1	2	2	5	7	5	5	6	6	1	7	5	5	6	4.8	5	2	2	5	6	4	6	2	5	5	7	6	6	7	1	4	6	5	7	7	7	6	3	6	4	7	7	7	5.5	4	4	4	4	5	0	7	0	14.244116
1	18	0	1	2	2	2	2	1	1	3	3	2	1	1.9	4	3	3	3	4	3	2	1	3	3	2.9	2	5	4	4	4	4	4	3	4	4	3	4	3	3	3	2	2	4	3.444444444	4	4	4	4	5	5	4	4.285714286	4	4	4	4	3	4	4	3.857142857	2	3	2	1	1	2	1	2	2	2	1	2	2	3	1	2	1.8125	6	6	6	2	6	7	5	6	6	6	6	7	5	6	6	6	6	6	2	6	6	5.2	6	6	5	6	6	6	6	6	6	6	4	6	6	6	5	5	5	6	5	6	6	5	5.636363636	3	3	3	3	3	0	5	80	17.635104
1	18	0	1	2	3	3	2	2	2	4	3	2	3	2.6	3	2	3	4	4	4	3	3	4	4	3.4	2	2	4	4	4	3	4	2	3	4	3	3	2	4	2	4	3	4	3.166666667	4	3	4	4	4	4	4	3.857142857	5	4	4	4	4	2	3	3.714285714	2	2	3	2	2	2	3	2	2	4	2	2	1	2	1	1	2.0625	3	6	2	2	4	7	4	6	6	5	6	7	4	6	6	5.8	3	2	2	4	5	3.2	2	7	3	2	6	3	2	5	7	6	5	5	7	7	4	6	6	6	6	6	6	2	4.954545455	3	6	5	4.666666667	3	0	4	75	2.10871
1	18	0	1	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	3	3	4	4	5	3.7	3	4	4	4	4	3	4	3	4	4	3	3	2	3	3	4	3	3	3.388888889	5	4	4	4	4	4	4	4.142857143	5	4	5	4	4	3	4	4.142857143	2	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	1.25	6	7	5	6	6	7	7	7	7	6	7	7	7	7	7	7	6	5	6	6	6	5.8	4	6	5	7	5	5	4	7	7	6	6	6	5	7	4	6	4	4	5	7	3	1	5.181818182	4	4	4	4	3	0	7	70	10.63522
1	19	0	1	2	3	1	2	1	1	2	3	1	1	1.7	4	2	3	3	3	3	1	1	4	2	2.6	2	1	3	2	2	2	4	5	2	4	3	4	3	2	2	4	3	5	2.944444444	2	2	3	3	4	4	4	3.142857143	5	5	5	4	5	3	3	4.285714286	3	2	3	2	3	2	3	3	2	1	1	1	1	3	2	1	2.0625	1	6	3	6	4	7	5	6	6	3	6	7	5	6	6	6	1	3	6	4	3	3.4	6	6	2	4	6	3	7	6	7	3	6	5	7	7	5	7	6	6	5	4	4	5	5.318181818	4	5	4	4.333333333	2	0	5	40	5.930739
1	18	1	1	1	2	2	2	3	1	2	4	2	1	2	4	2	4	4	4	4	2	1	1	4	3	3	4	4	3	3	4	2	4	3	3	4	4	2	3	2	2	2	2	3	2	3	2	3	3	2	3	2.571428571	4	4	3	2	1	2	2	2.571428571	3	4	3	2	4	3	2	3	2	3	3	4	3	4	2	4	3.0625	2	7	5	2	5	7	5	6	7	3	7	7	5	6	7	6.4	2	5	2	5	3	3.4	6	3	1	6	5	5	2	7	6	3	3	5	6	7	3	6	1	6	5	6	5	2	4.5	2	7	2	3.666666667	6	0	5	100	12.626013
1	18	0	1	3	3	3	2	3	1	4	3	3	4	2.9	1	1	1	1	2	3	1	1	2	2	1.5	1	2	2	3	3	3	2	4	2	4	1	4	2	1	1	3	5	3	2.555555556	4	4	5	3	5	3	4	4	5	5	4	2	2	2	4	3.428571429	1	1	2	1	2	1	1	2	2	1	1	1	1	2	1	2	1.375	6	4	3	1	6	6	6	5	6	5	4	6	6	5	6	5.4	6	3	1	6	5	4.2	6	5	7	1	7	4	4	6	3	5	6	3	6	7	5	7	2	5	4	7	6	2	4.909090909	4	6	5	5	4	0	6	80	7.754484
1	17	0	1	2	4	3	2	4	3	3	3	4	2	3	4	3	3	4	3	3	3	4	2	4	3.3	3	2	5	3	4	2	4	2	3	3	3	4	1	3	3	2	3	4	3	4	3	2	4	5	4	2	3.428571429	4	2	2	4	3	4	3	3.142857143	2	2	2	2	2	1	1	3	1	1	1	2	2	1	2	2	1.6875	3	6	3	2	4	7	3	4	6	3	6	7	3	4	6	5.2	3	3	2	4	3	3	6	2	3	5	5	3	5	7	6	6	5	6	5	7	4	7	3	6	6	6	5	5	5.136363636	5	4	4	4.333333333	4	0	7	50	8.505562
1	18	1	1	1	4	4	3	3	1	2	4	3	2	2.7	5	2	2	3	3	4	2	1	2	4	2.8	2	4	3	4	2	4	4	2	3	5	4	4	3	4	3	3	4	4	3.444444444	3	3	5	3	4	2	2	3.142857143	5	4	5	2	3	3	2	3.428571429	3	4	4	2	4	2	2	4	2	3	2	3	2	3	1	2	2.6875	1	7	2	1	1	7	5	5	6	2	7	7	5	5	6	6	1	2	1	1	2	1.4	6	3	4	2	5	2	6	4	7	5	4	4	6	6	1	5	5	7	6	1	7	5	4.590909091	3	2	5	3.333333333	2	0	5	90	5.015116
1	18	0	1	3	3	3	3	3	3	4	4	3	3	3.2	3	3	3	2	3	4	2	2	3	3	2.8	3	3	3	3	3	2	3	2	2	3	3	3	2	2	3	3	3	2	2.666666667	3	3	4	3	3	4	3	3.285714286	3	3	4	3	4	2	3	3.142857143	2	2	2	2	3	2	3	3	2	2	2	2	2	2	2	2	2.1875	4	4	5	3	3	7	5	4	5	3	4	7	5	4	5	5	4	5	3	3	3	3.6	6	3	5	4	6	4	5	7	4	5	6	5	7	7	5	5	2	6	4	4	6	5	5.045454545	3	6	5	4.666666667	3	0	6	50	17.553497
