STUDY	AGE	GENDER	DECISION	DEO1	DEO2	DEO3	DEO4	DEO5	DEO6	DEO7	DEO8	DEO9	DEO10	DEO	CON1	CON2	CON3	CON4	CON5	CON6	CON7	CON8	CON9	CON10	CON	NFC1 	NFC2 	NFC3	NFC4	NFC5	NFC6	NFC7	NFC8	NFC9	NFC10	NFC11	NFC12	NFC13	NFC14	NFC15	NFC16	NFC17	NFC18	NFC	EC1	EC2	EC3	EC4	EC5	EC6	EC7	EC	PT1	PT2	PT3	PT4	PT5	PT6	PT7	PT	PP1	PP2	PP3	PP4	PP5	PP6	PP7	PP8	PP9	PP10	PP11	PP12	PP13	PP14	PP15	PP16	PP	MID1	MID2	MID3	MID4	MID5	MID6	MID7	MID8	MID9	MID10	I1	I2	I3	I4	I5	I	S1	S2	S3	S4	S5	S	AE1	AE2	AE3	AE4	AE5	AE6	AE7	AE8	AE9	AE10	AE11	AE12	AE13	AE14	AE15	AE16	AE17	AE18	AE19	AE20	AE21	AE22	AE	MOUSE1	MOUSE2	MOUSE3	MOUSE	DOUBT	OTHERCHOICE	UNCOMFORTABLE	NOSHOCK	RT
1	20	1	1	3	3	3	3	3	3	4	3	3	3	3.1	2	3	4	3	4	2	3	4	4	3	3.2	4	4	4	3	4	3	3	4	4	4	4	5	3	3	4	1	4	5	3.666666667	3	2	4	3	5	3	3	3.285714286	4	5	4	4	4	3	4	4	3	2	1	3	4	2	1	3	2	1	2	2	1	1	2	3	2.0625	6	6	3	3	5	7	6	5	7	5	6	7	6	5	7	6.2	6	3	3	5	5	4.4	5	4	3	5	5	4	5	7	6	5	5	6	6	7	6	7	4	6	7	7	6	5	5.5	3	3	4	3.333333333	5.5	0	5	70	6.508459
1	19	0	1	1	3	4	2	4	2	3	3	4	2	2.8	4	3	2	4	4	4	2	1	2	5	3.1	1	3	2	2	4	2	3	2	3	3	3	3	2	4	2	2	2	3	2.555555556	4	5	3	5	5	5	5	4.571428571	5	4	4	4	4	4	4	4.142857143	2	1	1	1	3	2	1	1	2	2	1	2	1	1	1	1	1.4375	3	3	4	4	4	7	5	4	5	3	3	7	5	4	5	4.8	3	4	4	4	3	3.6	7	4	6	7	6	4	6	7	7	3	6	6	7	6	6	5	6	7	6	7	7	7	6.045454545	2	3	4	3	1	0	5	0	12.055556
1	18	0	1	1	3	2	2	1	1	2	3	2	1	1.8	5	3	4	4	5	5	4	3	4	5	4.2	4	4	4	4	4	4	3	3	2	4	4	4	4	3	3	3	2	5	3.555555556	4	3	4	5	5	5	4	4.285714286	4	4	5	4	4	3	3	3.857142857	2	3	4	2	1	1	3	3	2	2	2	2	3	3	2	2	2.3125	4	7	4	3	4	7	5	6	6	5	7	7	5	6	6	6.2	4	4	3	4	5	4	5	5	5	7	7	7	7	7	7	7	6	7	7	7	6	7	6	7	7	7	7	7	6.590909091	6	7	7	6.666666667	2	0	4	85	18.969921
1	19	1	1	2	3	4	3	3	1	4	4	3	2	2.9	5	2	2	4	5	4	2	2	4	4	3.4	3	4	4	4	5	2	4	4	5	5	4	5	3	4	1	1	4	5	3.722222222	4	3	4	4	4	3	3	3.571428571	5	5	5	5	5	3	4	4.571428571	2	3	2	3	1	3	2	3	1	2	2	2	1	4	1	1	2.0625	5	6	4	5	6	7	5	5	5	5	6	7	5	5	5	5.6	5	4	5	6	5	5	7	7	1	7	2	3	7	7	5	5	5	7	7	7	1	7	4	7	7	7	7	7	5.636363636	7	7	7	7	2	0	5	85	6.378889
1	18	1	1	2	2	1	2	3	2	2	3	2	2	2.1	4	3	3	4	3	4	2	2	3	4	3.2	2	2	3	3	2	3	3	2	2	3	2	2	2	3	2	2	4	3	2.5	4	4	3	3	4	4	5	3.857142857	4	4	4	2	4	3	4	3.571428571	2	2	2	2	3	3	1	1	2	2	1	2	2	3	1	2	1.9375	2	6	4	4	3	7	5	6	6	4	6	7	5	6	6	6	2	4	4	3	4	3.4	5	4	2	6	3	3	5	3	6	4	4	3	5	5	3	6	5	7	4	4	4	4	4.318181818	3	5	5	4.333333333	1	0	1	15	5.775246
1	24	1	1	2	4	3	4	4	4	4	3	2	4	3.4	4	2	1	1	4	5	2	1	2	4	2.6	3	4	4	4	4	4	4	3	3	4	4	5	3	5	3	4	4	4	3.833333333	4	2	3	3	4	3	3	3.142857143	4	4	4	4	4	4	4	4	1	1	2	1	3	3	3	3	1	1	1	1	1	2	1	1	1.625	1	7	3	5	2	7	4	6	6	2	7	7	4	6	6	6	1	3	5	2	2	2.6	6	3	2	3	2	5	4	7	6	3	6	3	6	6	5	2	5	6	1	5	4	4	4.272727273	1	6	6	4.333333333	7	0	6	50	20
1	19	0	1	2	3	3	4	3	2	4	3	3	2	2.9	3	1	2	2	3	4	2	3	3	4	2.7	2	3	4	3	2	2	4	4	3	4	3	4	2	3	3	4	4	4	3.222222222	4	4	3	5	4	3	3	3.714285714	4	4	4	4	4	4	4	4	1	2	2	1	3	2	1	1	1	1	2	2	1	1	1	2	1.5	2	2	4	4	4	7	5	5	6	4	2	7	5	5	6	5	2	4	4	4	4	3.6	6	4	5	6	6	4	6	7	6	6	6	6	6	7	6	4	6	6	5	7	6	5	5.727272727	6	6	6	6	4	0	6	50	13.361926
1	19	0	1	1	3	2	4	2	4	2	4	2	1	2.5	5	1	4	2	2	3	4	2	4	4	3.1	3	3	2	2	4	3	2	4	2	4	2	4	2	4	3	2	4	4	3	4	4	3	4	4	4	4	3.857142857	4	2	4	2	4	2	4	3.142857143	2	2	2	1	2	2	1	3	1	2	2	2	2	1	1	1	1.6875	4	6	3	3	4	7	4	5	5	4	6	7	4	5	5	5.4	4	3	3	4	4	3.6	7	3	3	3	5	3	5	6	7	5	6	6	7	5	2	3	5	6	5	5	5	2	4.727272727	3	5	5	4.333333333	3	0	6	0	15.060977
1	18	0	1	3	3	3	2	4	2	3	3	2	2	2.7	4	3	4	4	4	4	2	3	2	4	3.4	2	2	2	2	2	3	2	4	2	3	1	2	1	1	1	3	2	5	2.222222222	4	1	4	4	5	5	4	3.857142857	3	3	4	2	3	2	3	2.857142857	2	2	2	2	3	3	2	3	2	2	1	2	2	4	1	1	2.125	6	7	1	4	3	7	6	7	7	3	7	7	6	7	7	6.8	6	1	4	3	3	3.4	5	5	5	7	7	4	7	7	5	7	5	7	7	7	7	7	5	7	6	6	7	7	6.227272727	7	7	6	6.666666667	5	0	7	35	13.432152
1	19	0	NA	3	5	4	3	2	1	5	5	3	1	3.2	1	1	1	1	3	3	1	1	1	1	1.4	1	5	5	5	5	1	5	5	3	3	4	4	2	5	1	3	4	5	3.666666667	2	5	5	3	5	5	5	4.285714286	2	2	3	3	5	4	4	3.285714286	2	2	3	1	3	2	1	1	1	2	1	2	1	2	1	1	1.625	5	7	5	3	1	7	5	7	6	7	7	7	5	7	6	6.4	5	5	3	1	7	4.2	7	4	3	7	7	4	5	7	5	6	5	5	7	7	1	7	1	7	5	5	5	4	5.181818182	4	7	7	6	NA	NA	NA	NA	NA
1	18	0	1	2	4	3	4	3	1	2	2	3	2	2.6	2	1	3	2	3	4	4	2	4	4	2.9	2	4	4	4	4	4	3	5	3	4	4	4	4	4	2	3	2	4	3.555555556	3	4	4	3	4	4	4	3.714285714	2	3	4	2	4	3	4	3.142857143	1	4	3	2	3	2	2	2	2	1	1	4	1	1	1	1	1.9375	5	6	4	4	4	6	6	6	6	6	6	6	6	6	6	6	5	4	4	4	6	4.6	2	1	5	1	7	6	5	7	6	7	3	6	7	7	2	7	3	7	7	7	1	3	4.863636364	4	6	3	4.333333333	2	0	5	75	5.255709
1	18	0	1	2	3	4	2	2	2	3	4	2	2	2.6	4	2	3	4	3	4	3	2	3	4	3.2	4	3	4	2	4	3	3	2	3	3	2	4	3	3	2	4	4	4	3.166666667	4	4	3	4	4	4	4	3.857142857	4	4	4	4	3	2	3	3.428571429	1	2	2	1	2	2	2	2	2	1	2	2	1	2	1	1	1.625	4	6	3	3	4	7	5	5	6	3	6	7	5	5	6	5.8	4	3	3	4	3	3.4	6	2	6	5	6	3	3	6	5	5	3	6	5	2	5	7	2	6	6	3	3	5	4.545454545	5	5	4	4.666666667	3	0	3	80	5.368496
1	18	1	1	1	5	2	5	2	1	1	2	2	1	2.2	5	1	4	1	4	5	5	4	4	5	3.8	4	5	5	4	4	5	5	2	2	5	5	5	3	5	2	2	4	5	4	4	1	3	3	2	2	4	2.714285714	5	2	5	4	2	1	2	3	2	2	3	1	4	2	3	3	1	2	3	3	2	4	1	1	2.3125	4	7	6	7	7	7	7	6	7	5	7	7	7	6	7	6.8	4	6	7	7	5	5.8	6	4	1	2	5	7	7	1	6	6	4	1	6	3	4	7	5	4	3	1	3	7	4.227272727	1	7	7	5	1	0	4	65	3.16293
1	18	1	NA	2	4	4	5	2	2	2	2	2	1	2.6	4	2	2	1	4	4	4	4	4	5	3.4	4	3	4	3	4	4	5	4	1	5	4	4	3	4	4	3	4	4	3.722222222	5	3	3	3	3	2	4	3.285714286	4	2	4	2	3	2	2	2.714285714	2	3	2	2	4	1	1	2	2	2	3	2	2	3	2	1	2.125	1	6	6	7	4	7	7	6	7	4	6	7	7	6	7	6.6	1	6	7	4	4	4.4	6	4	1	2	5	6	6	1	7	6	4	1	6	6	1	6	4	6	5	1	5	5	4.272727273	1	7	3	3.666666667	NA	NA	NA	NA	NA
1	18	0	1	1	4	3	2	4	1	4	4	2	3	2.8	5	1	3	4	2	5	2	2	4	5	3.3	1	4	5	5	4	1	3	3	3	4	4	5	2	3	2	4	4	5	3.444444444	5	5	5	4	5	4	4	4.571428571	5	5	4	2	5	4	4	4.142857143	1	1	3	1	2	2	1	1	1	1	1	1	1	4	1	1	1.4375	5	7	4	1	5	7	6	6	7	4	7	7	6	6	7	6.6	5	4	1	5	4	3.8	7	6	1	6	6	6	7	7	7	1	7	7	7	7	7	6	7	7	6	7	4	7	6.045454545	6	1	1	2.666666667	5	0	7	20	7.754557
1	18	0	1	2	3	3	3	4	2	2	4	4	4	3.1	4	2	2	1	4	5	2	3	5	5	3.3	3	2	3	2	2	1	3	1	2	4	4	3	3	4	4	4	4	4	2.944444444	5	4	5	5	5	5	5	4.857142857	4	4	4	4	4	3	4	3.857142857	2	1	1	2	2	2	1	1	2	1	1	2	1	2	1	1	1.4375	6	7	5	5	6	7	7	7	7	6	7	7	7	7	7	7	6	5	5	6	6	5.6	7	4	3	4	7	6	6	7	7	7	4	6	6	6	2	6	4	6	4	7	6	6	5.5	5	4	5	4.666666667	4	0	7	15	7.111137
1	19	0	0	2	2	2	2	1	2	2	2	2	1	1.8	3	2	2	1	4	4	2	2	1	2	2.3	3	3	4	4	3	3	3	3	3	2	3	3	2	2	3	2	4	4	3	4	4	4	4	4	4	5	4.142857143	4	4	4	1	3	1	3	2.857142857	1	2	3	2	1	1	2	1	1	1	1	2	2	2	2	1	1.5625	2	7	3	5	5	7	7	6	7	4	7	7	7	6	7	6.8	2	3	5	5	4	3.8	7	4	5	7	7	4	7	7	7	5	4	6	7	7	4	6	6	7	6	7	5	5	5.909090909	6	7	7	6.666666667	3	0	7	30	NA
1	18	0	1	2	2	2	3	2	2	3	3	2	1	2.2	4	2	3	4	3	4	2	2	4	4	3.2	2	2	3	3	4	2	2	3	3	4	3	4	3	2	3	3	2	4	2.888888889	4	3	3	4	4	4	4	3.714285714	4	3	2	4	3	2	3	3	2	2	2	1	4	1	3	2	2	1	2	2	2	3	1	2	2	2	7	4	2	2	7	6	7	6	5	7	7	6	7	6	6.6	2	4	2	2	5	3	5	5	3	4	6	7	5	6	4	5	5	6	6	7	4	6	4	6	6	5	3	5	5.136363636	5	5	6	5.333333333	2	0	6	0	4.51848
1	18	0	1	2	3	2	2	2	2	4	3	2	2	2.4	4	3	4	4	4	4	2	3	2	2	3.2	4	4	3	4	3	3	3	2	2	4	4	4	3	3	4	3	4	4	3.388888889	4	5	2	5	5	4	4	4.142857143	4	4	4	3	4	3	4	3.714285714	2	2	1	1	1	1	1	3	1	1	1	1	1	2	2	1	1.375	5	7	2	2	4	7	5	5	5	5	7	7	5	5	5	5.8	5	2	2	4	5	3.6	6	5	3	7	7	6	7	7	6	7	4	3	7	7	7	7	6	7	6	7	7	7	6.181818182	4	6	6	5.333333333	4	0	6	0	3.018015
1	18	0	NA	2	2	2	1	2	1	3	2	2	4	2.1	1	1	1	2	1	2	1	1	1	2	1.3	2	2	2	3	2	1	2	2	4	4	3	3	2	2	4	2	4	5	2.722222222	4	5	4	4	4	4	4	4.142857143	5	4	4	2	4	3	4	3.714285714	3	3	2	1	2	1	1	1	1	1	1	2	2	1	1	2	1.5625	3	7	4	3	5	7	6	6	7	5	7	7	6	6	7	6.6	3	4	3	5	5	4	5	4	6	4	6	6	6	7	6	2	6	3	1	7	6	6	4	1	6	7	7	6	5.090909091	7	7	7	7	NA	NA	NA	NA	NA
1	18	1	0	2	3	2	2	2	2	4	3	3	2	2.5	4	3	4	5	4	4	2	3	3	4	3.6	4	2	5	4	4	4	4	4	5	4	3	4	4	4	4	4	4	5	4	4	5	4	4	5	5	4	4.428571429	5	4	4	5	4	4	4	4.285714286	1	1	3	1	2	2	3	1	1	1	1	1	1	1	1	1	1.375	2	7	5	5	5	7	5	6	5	2	7	7	5	6	5	6	2	5	5	5	2	3.8	6	6	5	6	3	5	5	6	5	5	5	3	5	6	3	6	5	5	5	5	5	4	4.954545455	2	6	6	4.666666667	6	0	6	60	NA
1	18	1	1	2	3	3	3	3	1	3	3	3	3	2.7	5	4	4	5	5	5	5	5	5	5	4.8	4	3	4	3	3	4	3	4	3	3	4	4	3	4	3	4	3	4	3.5	2	2	2	3	2	2	2	2.142857143	5	4	4	3	3	3	4	3.714285714	4	3	4	2	4	2	4	3	4	2	2	2	2	4	4	2	3	5	2	5	2	7	5	2	3	5	4	2	5	2	3	5	3.4	5	5	2	7	4	4.6	6	4	2	2	2	4	4	6	2	4	3	4	3	5	4	4	4	5	2	4	3	5	3.727272727	2	4	3	3	6	1	5	85	18.733759
1	19	1	NA	2	3	2	2	2	2	2	2	2	1	2	4	3	4	4	4	4	4	4	4	5	4	3	2	2	3	3	4	2	4	2	4	4	3	3	4	2	2	4	3	3	3	4	3	4	4	4	3	3.571428571	3	4	4	3	4	2	3	3.285714286	3	4	4	2	4	2	3	4	3	2	1	4	3	1	2	2	2.75	5	4	2	2	4	7	3	5	7	4	4	7	3	5	7	5.2	5	2	2	4	4	3.4	7	4	5	4	5	3	7	2	5	5	5	2	7	4	3	5	5	6	5	2	3	5	4.5	3	5	4	4	NA	NA	NA	NA	NA
1	20	1	1	1	1	1	4	2	1	2	3	3	1	1.9	2	3	2	3	3	4	2	1	2	4	2.6	2	1	1	2	2	2	4	2	3	3	3	3	2	3	2	1	3	4	2.388888889	4	3	3	4	4	3	3	3.428571429	5	4	4	3	4	2	3	3.571428571	1	2	3	2	3	1	2	2	1	2	2	2	1	2	1	2	1.8125	3	7	1	1	1	7	4	4	5	4	7	7	4	4	5	5.4	3	1	1	1	4	2	6	4	2	5	2	7	4	7	4	3	7	4	5	7	3	7	1	5	5	7	5	4	4.727272727	6	2	2	3.333333333	4	0	2	95	11.464392
1	18	0	1	1	2	2	3	1	1	2	1	2	1	1.6	4	1	3	2	3	4	2	1	2	3	2.5	3	2	4	4	4	3	3	4	3	3	2	3	1	2	2	3	3	4	2.944444444	4	4	4	4	5	4	5	4.285714286	4	4	4	4	4	3	3	3.714285714	2	2	2	1	2	2	1	2	2	2	1	3	1	2	1	1	1.6875	1	7	4	2	4	7	6	6	7	4	7	7	6	6	7	6.6	1	4	2	4	4	3	7	5	5	7	7	5	7	4	5	7	5	3	7	6	6	7	3	7	6	4	7	5	5.681818182	3	6	6	5	2	0	7	50	10.702474
1	21	1	1	1	5	5	1	1	1	3	5	1	1	2.4	5	1	1	1	4	5	3	1	5	5	3.1	5	4	5	2	2	3	5	4	4	5	5	5	4	5	4	4	5	5	4.222222222	5	3	5	1	5	3	5	3.857142857	5	5	5	4	5	5	5	4.857142857	1	1	4	4	1	2	1	2	1	1	1	1	1	4	2	1	1.75	1	7	1	1	1	7	7	7	7	1	7	7	7	7	7	7	1	1	1	1	1	1	2	2	1	6	7	7	7	7	7	6	5	3	4	7	4	7	4	7	4	7	3	5	5.090909091	4	7	7	6	2	0	5	0	14.289954
1	21	1	NA	1	2	2	2	1	1	5	4	4	1	2.3	3	2	4	5	4	4	1	1	1	3	2.8	4	3	4	3	3	3	3	5	3	4	4	5	4	3	3	4	5	5	3.777777778	5	5	5	2	5	3	5	4.285714286	5	5	5	5	5	5	5	5	3	1	3	1	1	1	1	2	2	1	1	1	1	4	1	2	1.625	6	7	1	1	1	7	5	5	5	1	7	7	5	5	5	5.8	6	1	1	1	1	2	7	6	2	6	4	6	7	6	6	5	4	3	7	7	5	6	6	7	6	6	6	7	5.681818182	7	7	6	6.666666667	NA	NA	NA	NA	NA
1	18	0	1	3	4	3	3	4	2	4	4	3	2	3.2	3	3	3	2	4	4	2	2	3	4	3	4	3	5	3	3	3	5	3	3	4	2	3	2	2	2	3	4	2	3.111111111	3	2	4	3	3	4	4	3.285714286	3	4	5	2	3	3	2	3.142857143	2	1	1	4	2	2	1	2	1	1	2	1	1	2	1	2	1.625	1	7	2	4	2	7	5	5	6	4	7	7	5	5	6	6	1	2	4	2	4	2.6	6	2	2	5	6	6	7	4	5	4	2	6	5	6	5	2	5	7	4	6	4	6	4.772727273	6	7	6	6.333333333	2	0	4	90	4.344782
1	22	0	1	2	2	2	2	2	1	2	2	1	2	1.8	5	4	4	5	5	5	4	4	5	5	4.6	4	3	5	4	3	2	4	2	5	4	4	5	3	4	4	3	5	4	3.777777778	2	4	4	3	4	2	2	3	5	4	4	3	4	3	2	3.571428571	2	1	3	2	3	2	3	3	1	2	4	1	1	4	2	3	2.3125	3	5	1	1	2	7	2	1	5	3	5	7	2	1	5	4	3	1	1	2	3	2	7	3	2	6	3	6	5	7	7	2	5	2	5	5	2	6	1	4	3	7	5	5	4.454545455	6	5	3	4.666666667	1	0	1	100	2.145915
1	19	0	NA	1	2	2	3	2	2	2	2	2	2	2	5	4	4	3	4	3	4	4	4	4	3.9	4	4	2	2	4	3	2	4	4	3	5	5	3	4	2	4	2	3	3.333333333	4	4	4	5	4	4	4	4.142857143	4	5	4	4	4	3	4	4	2	2	2	2	3	2	3	1	2	2	2	2	1	3	2	3	2.125	5	6	5	5	6	7	6	5	5	5	6	7	6	5	5	5.8	5	5	5	6	5	5.2	5	3	3	5	6	5	5	6	6	4	3	4	6	5	5	6	5	6	5	6	6	7	5.090909091	5	5	5	5	NA	NA	NA	NA	NA
1	18	0	1	3	3	2	2	1	1	3	2	2	2	2.1	4	2	3	4	4	5	3	1	4	3	3.3	2	3	4	3	4	3	4	2	2	3	3	4	2	3	2	3	3	4	3	4	4	3	4	4	4	3	3.714285714	4	4	4	4	4	3	4	3.857142857	2	2	2	1	3	2	2	3	1	2	1	2	1	3	1	2	1.875	2	7	4	4	4	7	5	6	5	2	7	7	5	6	5	6	2	4	4	4	2	3.2	6	2	4	6	7	6	6	7	7	7	5	6	7	7	3	5	7	7	6	4	6	7	5.818181818	4	6	7	5.666666667	2	0	3	80	12.45755
1	19	1	1	2	3	4	4	1	2	4	3	4	1	2.8	4	3	1	2	5	5	4	3	4	4	3.5	4	2	3	4	3	2	2	2	3	3	4	3	2	4	3	2	5	4	3.055555556	2	2	3	3	3	3	2	2.571428571	2	4	2	4	4	2	3	3	3	3	1	1	2	1	1	3	2	2	2	2	1	3	2	2	1.9375	1	5	4	4	3	3	4	3	5	2	5	3	4	3	5	4	1	4	4	3	2	2.8	2	3	4	3	2	3	3	6	2	5	5	2	5	6	4	5	3	5	3	2	2	6	3.681818182	2	5	5	4	1	0	1	100	4.844785
1	18	1	1	4	4	3	4	3	3	4	4	3	4	3.6	2	1	2	2	4	1	3	1	3	5	2.4	3	4	4	3	5	2	2	3	3	2	2	3	1	4	4	4	3	4	3.111111111	2	2	3	2	4	2	1	2.285714286	4	2	3	3	3	2	3	2.857142857	2	3	3	1	2	2	3	2	2	1	3	3	1	3	2	1	2.125	5	5	1	2	6	6	3	4	6	6	5	6	3	4	6	4.8	5	1	2	6	6	4	6	4	2	5	2	5	5	7	7	2	5	6	3	2	1	5	1	3	4	7	5	1	4	1	5	7	4.333333333	2	0	4	90	10.858654
1	19	0	1	3	4	4	3	3	3	3	4	4	2	3.3	2	2	1	3	3	3	3	1	2	4	2.4	3	2	3	4	4	2	4	3	4	4	3	4	2	3	3	4	3	4	3.277777778	4	4	4	4	5	5	4	4.285714286	5	4	4	4	4	3	4	4	2	2	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1.3125	5	7	4	4	5	7	6	7	7	4	7	7	6	7	7	6.8	5	4	4	5	4	4.4	5	3	5	5	6	6	6	7	6	7	4	7	7	7	5	7	4	7	6	7	5	7	5.863636364	6	7	6	6.333333333	5	0	7	75	13.870245
1	20	1	1	3	4	1	5	4	2	5	2	2	1	2.9	2	2	1	1	2	4	1	3	4	1	2.1	4	2	5	3	4	3	3	4	2	3	4	4	2	3	2	2	4	4	3.222222222	4	5	4	4	4	4	4	4.142857143	5	4	5	4	4	2	4	4	1	1	2	1	2	1	2	2	2	1	1	1	1	3	1	2	1.5	6	1	1	1	1	7	7	6	7	7	1	7	7	6	7	5.6	6	1	1	1	7	3.2	3	5	1	3	6	3	4	7	6	2	5	6	7	6	5	7	5	6	6	3	5	4	4.772727273	6	7	3	5.333333333	7	0	7	100	20
1	21	0	1	3	3	2	3	2	2	3	2	3	2	2.5	2	1	2	2	2	2	2	1	2	2	1.8	3	4	4	4	4	4	4	3	4	3	4	4	3	3	2	4	3	2	3.444444444	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	2	1	1	1	3	2	1	1	1	1	1	1	1	2	1.3125	6	6	2	2	5	7	4	5	5	5	6	7	4	5	5	5.4	6	2	2	5	5	4	4	5	3	4	2	4	3	7	2	3	6	7	3	7	1	6	2	3	7	5	2	3	4.045454545	7	3	3	4.333333333	4	0	7	30	11.860915
1	18	0	1	3	3	2	2	3	1	3	4	2	2	2.5	4	1	3	4	2	4	4	2	4	3	3.1	3	4	4	4	4	2	3	3	2	4	4	4	2	2	2	2	3	4	3.111111111	4	4	4	4	4	4	3	3.857142857	3	4	4	2	4	3	3	3.285714286	2	2	4	1	3	1	1	2	1	1	2	1	1	3	1	1	1.6875	3	7	1	1	1	7	5	4	6	1	7	7	5	4	6	5.8	3	1	1	1	1	1.4	6	2	1	2	5	7	7	7	6	6	4	7	7	7	4	5	1	6	3	1	4	4	4.636363636	5	7	3	5	2	0	5	0	6.033088
2	18	0	0	1	3	3	1	2	1	3	4	3	1	2.2	3	2	1	4	4	5	3	1	3	5	3.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	18	0	0	1	1	1	1	1	1	1	1	1	4	1.3	1	1	1	4	1	1	1	1	1	4	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	18	0	1	1	3	3	3	1	2	3	3	3	2	2.4	4	3	3	3	4	4	3	3	3	4	3.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	18	0	1	1	3	3	2	2	2	4	3	2	2	2.4	5	3	3	4	4	4	2	3	4	4	3.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	18	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	20	0	0	2	2	2	4	3	1	4	2	2	2	2.4	4	2	4	1	4	5	2	4	4	5	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
