sales	training	female	experience	capital	IQ
142.691	0	1	1	1	106
119.908	1	1	2	0	93
140.15	0	0	3	1	84
204.658	0	0	3	0	109
241.918	1	1	2	1	97
169.005	1	0	4	0	94
169.052	0	0	4	0	101
122.53	0	0	5	1	106
119.676	0	0	4	1	93
174.425	0	0	5	1	80
143.187	0	0	2	1	90
218.476	0	0	4	0	119
186.477	0	1	3	0	106
194.603	0	0	4	0	106
106.518	0	0	5	1	80
140.769	1	0	2	0	96
197.34	0	0	5	0	98
134.505	0	1	2	1	100
256.009	1	1	5	1	104
143.938	1	0	4	1	116
211.921	0	0	3	1	121
133.068	0	0	5	1	98
162.52	0	0	1	1	114
145.679	0	1	2	0	122
128.172	1	0	2	0	88
154.718	0	0	3	0	86
201.27	1	0	4	0	110
239.344	0	0	5	1	105
161.316	1	1	5	1	82
123.402	0	0	3	1	80
174.799	1	0	4	1	110
179.411	0	0	1	1	122
173.154	1	0	4	1	109
159.141	0	0	1	0	94
174.447	0	0	4	1	96
106.272	0	0	1	0	90
106.836	0	0	4	0	95
181.461	0	0	4	1	119
202.072	1	0	3	0	114
168.481	1	1	1	1	92
257.428	0	0	5	0	112
92.354	0	0	2	0	82
204.785	0	0	5	0	112
184.174	1	0	4	1	97
136.587	0	1	1	0	94
165.521	0	0	4	0	119
164.604	1	1	1	1	101
187.442	0	0	3	0	121
130.94	0	1	4	0	91
156.4	0	1	4	0	101
129.903	0	0	4	0	87
107.399	0	0	1	0	98
147.071	0	0	2	0	111
142.835	0	0	3	1	83
195.301	0	0	2	0	107
162.154	0	1	3	0	118
142.671	1	0	3	0	92
158.351	0	0	3	1	84
152.154	0	0	2	0	113
161.681	1	0	3	1	99
290.747	0	0	4	1	115
242.352	0	1	5	1	116
243.179	1	0	1	0	115
186.038	0	1	4	1	118
141.945	1	0	3	0	110
165.23	0	1	3	0	95
136.65	0	0	3	1	94
177.191	1	0	2	0	108
138.755	0	0	2	1	83
123.796	1	0	1	1	99
167.039	0	0	4	1	111
273.321	1	0	4	0	106
170.713	0	1	5	0	105
144.423	0	0	5	1	80
111.087	0	1	5	1	91
165.581	0	0	3	0	107
218.293	0	1	3	1	105
188.543	0	0	4	0	87
176.439	0	0	5	1	107
275.431	0	0	3	1	117
129.589	0	0	2	1	80
120.928	0	0	3	1	86
192.348	0	0	5	1	107
194.021	1	0	3	0	80
190.674	0	0	4	0	122
186.786	0	0	5	1	80
173.057	0	1	2	0	88
195.067	1	1	1	1	116
189.622	0	0	5	0	110
223.395	1	1	1	1	115
140.817	0	0	5	1	99
270.146	1	0	1	0	113
208.396	0	0	4	1	84
153.372	1	1	4	0	89
207.271	1	0	5	0	122
217.423	0	0	1	0	108
103.612	0	1	4	0	85
163.845	0	1	5	0	87
176.24	0	1	1	0	118
254.604	0	1	2	1	99
129.539	0	0	4	0	87
135.503	1	0	5	0	89
255.105	1	1	3	0	107
263.879	0	0	4	1	113
130.196	0	0	4	0	98
165.684	1	0	1	0	91
142.504	0	0	1	1	116
204.434	1	1	2	1	106
200.454	1	0	4	1	113
163.464	0	0	5	1	97
204.57	1	0	1	1	108
205.26	0	0	3	0	116
118.66	1	0	1	0	108
258.157	0	0	3	1	111
178.864	0	0	3	1	102
127.098	0	0	1	0	86
104.6	0	1	1	0	86
111.565	0	1	1	1	90
230.271	0	0	5	1	110
160.518	1	0	1	1	96
118.908	0	0	4	1	82
214.351	1	1	3	0	107
141.401	0	0	2	0	122
126.412	0	0	3	1	84
189.625	0	1	4	1	105
176.92	0	0	1	0	95
188.393	0	1	3	1	113
281.534	0	0	5	0	117
218.702	1	0	5	1	100
143.302	0	0	3	0	99
188.58	1	0	5	0	89
89.531	0	1	2	0	93
227.586	1	1	5	0	116
186.885	0	0	5	0	121
210.536	0	0	4	1	109
267.047	1	0	3	0	107
157.505	0	0	1	0	120
155.62	1	0	3	0	85
221.154	0	0	1	1	119
193.943	1	1	3	1	98
251.83	0	0	2	0	114
148.082	0	0	3	0	81
195.675	0	0	1	1	100
165.012	0	0	5	0	92
143.718	0	0	1	0	92
152.336	1	1	1	0	93
297.429	1	0	5	0	106
149.343	1	0	1	0	106
155.526	0	0	5	0	88
141.424	0	0	2	1	87
112.958	1	0	3	1	87
190.081	1	1	5	0	109
120.609	0	1	5	1	82
236.096	0	0	3	0	114
189.272	1	0	5	1	119
169.418	0	0	5	0	85
120.46	0	0	2	1	100
155.789	1	1	2	0	118
222.659	1	0	3	0	101
230.656	0	0	3	0	112
117.981	0	0	5	0	93
239.497	0	0	5	1	114
224.155	1	0	4	1	114
148.873	0	1	1	1	84
111.326	0	0	1	1	114
154.765	0	0	1	1	112
146.38	0	1	2	0	111
254.843	1	0	1	0	113
130.993	0	0	2	1	113
137.906	0	0	3	1	113
160.758	0	1	4	0	84
179.574	1	0	1	0	93
160.33	0	0	4	0	86
237.789	0	0	5	0	120
280.325	1	0	5	0	115
152.283	0	0	5	0	91
159.941	0	0	1	1	119
209.586	0	0	4	0	122
157.806	0	0	4	1	82
123.576	0	0	2	0	96
157.036	0	0	1	0	104
212.165	1	0	2	1	107
103.979	0	0	5	0	98
227.61	0	1	2	1	105
162.828	1	0	1	0	95
201.913	0	1	4	1	98
126.204	0	0	3	0	81
195.567	0	0	4	0	108
170.951	1	0	4	1	101
221.163	1	0	4	1	118
189.05	1	0	4	0	91
147.214	0	0	1	0	88
142.128	0	1	3	0	89
184.351	1	0	2	1	110
202.472	0	1	4	1	96
197.98	0	0	5	0	113
199.514	1	1	3	0	92
142.79	0	0	4	0	85
200.152	0	0	4	0	101
134.007	0	0	2	0	92
209.628	1	0	5	0	109
192.592	0	0	4	1	94
123.278	0	0	3	0	95
189.128	0	1	5	1	109
186.79	0	1	2	1	116
226.795	0	0	1	1	94
189.922	1	0	4	1	88
162.885	0	1	4	0	100
230.194	1	1	4	1	109
184.498	1	0	2	0	109
156.869	0	0	2	1	89
118.426	0	1	5	0	100
174.715	0	1	4	0	92
190.788	0	0	3	0	117
128.206	0	0	3	1	81
172.586	0	0	5	0	107
254.244	0	0	2	0	111
152.109	1	0	2	0	105
153.239	0	0	4	1	98
179.614	0	0	3	0	111
170.445	1	1	1	1	119
190.309	0	0	4	0	114
164.932	0	0	5	0	81
217.991	0	0	4	1	111
240.134	1	0	4	1	114
202.004	0	0	3	1	105
183.69	0	0	3	0	122
185.98	0	0	4	0	103
130.882	1	0	1	0	83
118.883	0	0	2	1	81
161.841	0	0	5	0	100
112.206	0	0	3	1	83
97.215	0	1	5	1	96
181.374	0	1	5	0	114
292.539	0	0	5	0	119
120.797	0	1	2	1	86
136.472	0	0	2	0	96
155.032	0	0	2	1	118
228.477	1	0	5	0	119
138.582	0	0	2	1	94
262.702	0	0	5	0	109
155.979	0	1	1	0	91
183.445	0	0	5	1	113
162.782	0	0	4	1	87
127.702	0	1	4	0	119
113.035	0	1	5	0	100
118.739	0	0	4	0	95
202.139	1	1	1	1	121
183.088	0	0	4	1	119
145.95	1	0	2	1	90
159.055	0	0	5	0	99
178.044	0	1	2	0	100
171.069	0	1	4	0	103
280.652	1	0	4	0	99
176.34	0	1	4	1	98
139.615	0	0	1	1	104
270.573	0	1	3	0	110
218.12	0	0	4	0	113
159.737	0	0	2	1	120
191.032	1	1	1	1	110
176.04	0	0	1	1	100
202.029	1	0	2	0	113
222.87	0	0	2	1	117
219.321	0	0	2	0	105
124.885	1	0	1	0	109
169.755	1	0	2	1	82
168.648	0	0	2	1	91
174.683	0	1	5	0	98
245.022	1	0	2	1	116
147.068	0	0	2	0	108
150.872	0	1	4	0	82
175.295	0	0	1	1	115
130.704	0	1	3	1	85
140.557	1	0	1	0	102
231.91	0	0	5	0	109
135.435	0	0	4	0	116
209.238	0	0	2	1	100
196.936	1	0	3	0	100
288.897	1	1	3	1	103
140.624	0	1	2	0	97
329.644	1	0	4	1	111
125.883	0	0	2	1	91
164.09	0	1	3	1	113
192.467	1	0	2	0	87
277.389	0	1	3	0	109
115.994	0	0	5	0	85
171.919	0	0	2	1	120
188.501	0	0	4	1	105
230.238	0	0	3	0	107
174.587	0	0	3	0	99
173.285	0	0	2	0	114
200.791	1	0	3	1	110
103.622	0	1	3	1	93
136.942	0	0	5	0	84
147.141	0	1	2	1	112
150.289	0	0	4	1	80
183.493	0	0	4	1	96
168.213	0	1	5	0	122
170.168	0	1	1	1	89
218.024	0	1	4	0	96
205.75	0	1	3	0	116
126.456	0	0	1	0	84
163.527	0	0	3	1	99
202.576	1	0	4	0	108
189.987	1	1	4	1	86
170.183	1	0	1	1	84
186.878	0	1	2	1	88
186.363	0	0	3	1	81
255.041	0	1	2	1	107
143.847	0	0	4	1	94
152.572	1	0	2	0	101
84.442	0	0	3	1	98
265.328	1	1	3	1	121
219.637	0	0	4	1	99
165.804	0	0	3	0	93
187.555	1	0	5	1	94
134.964	0	0	4	1	90
150.761	1	0	1	1	101
214.81	0	0	3	0	114
240.362	0	1	1	1	91
179.598	1	1	5	1	91
208.615	0	1	3	1	112
187.771	1	0	3	0	101
87.995	0	1	1	0	89
194.079	1	0	4	1	122
243.651	1	0	5	1	86
238.442	1	0	2	1	120
95.327	0	0	4	0	84
193.153	1	1	5	1	93
120.151	0	1	2	1	90
149.547	1	0	2	0	116
209.557	1	0	3	1	83
161.541	1	0	1	0	101
133.806	0	0	5	0	83
207.058	0	0	1	0	111
103.59	1	1	2	0	87
200.676	0	0	5	0	122
126.344	1	0	2	0	105
129.12	0	0	3	1	113
149.139	0	1	2	0	100
182.139	0	0	5	0	100
266.591	1	1	4	1	119
168.073	0	0	1	1	121
160.777	0	0	3	1	86
201.103	0	1	1	0	101
80.46	1	0	2	0	98
165.551	0	0	1	1	92
140.892	0	1	2	1	103
217.137	0	0	3	1	104
123.332	0	0	3	0	106
112.947	0	1	1	0	82
252.417	0	1	2	0	114
133.798	0	0	4	1	94
305.7	1	1	1	0	111
114.689	1	0	1	1	86
220.305	0	1	5	0	122
108.705	0	0	2	0	95
117.731	1	0	2	0	101
233.347	0	0	4	0	122
118.401	0	0	4	1	95
161.326	1	0	1	0	95
161.712	0	0	1	1	102
256.389	0	0	2	0	100
141.005	0	0	2	1	109
178.962	0	0	4	0	98
234.924	0	0	5	0	118
149.265	0	0	5	1	94
176.376	1	0	1	0	96
231.912	0	0	3	0	120
174.409	1	1	5	0	99
140.756	0	0	5	1	92
118.277	0	0	2	0	80
162.045	1	1	5	0	109
153.38	0	1	4	0	98
172.562	1	0	5	0	97
161.2	0	0	5	0	96
203.225	0	1	4	0	89
244.687	0	0	1	0	115
156.956	1	0	4	0	87
167.629	0	0	1	0	105
150.993	0	0	3	1	106
213.15	0	1	5	1	121
156.718	1	0	5	0	101
138.639	0	0	2	1	80
205.901	0	1	3	0	107
137.817	1	0	2	1	92
166.623	0	0	4	1	88
221.83	0	0	5	1	121
194.986	0	1	4	0	117
129.263	0	1	2	0	82
179.511	0	0	3	0	93
189.63	0	0	3	1	117
212.158	1	1	1	1	98
154.751	0	0	2	0	94
253.673	1	0	4	1	112
155.435	1	1	1	1	105
225.504	0	0	5	1	117
166.48	0	0	3	1	89
258.722	0	0	2	0	100
129.132	0	0	3	1	118
125.507	1	0	5	1	90
96.455	0	0	5	1	85
205.598	1	1	5	1	112
228.492	1	0	3	1	107
192.893	0	1	4	1	98
193.774	0	1	5	0	105
122.332	0	0	2	0	84
203.006	1	0	5	1	103
170.256	0	0	3	0	81
226.739	0	0	3	0	84
194.499	1	0	4	1	112
136.149	1	0	1	0	97
208.889	1	0	1	0	114
222.637	1	0	3	1	99
125.563	0	1	2	1	111
195.809	1	0	4	0	96
213.624	1	0	2	0	122
201.966	1	0	2	0	93
117.986	0	0	3	1	95
152.697	0	0	2	1	90
133.597	1	0	1	1	101
152.138	0	0	5	1	90
156.221	0	1	5	0	83
156.337	1	0	2	0	97
134.905	0	0	2	0	98
143.734	1	0	2	1	86
179.233	1	1	4	0	105
180.426	0	1	4	1	92
184.506	0	0	1	1	102
169.534	0	1	5	0	85
183.808	0	0	4	1	83
176.281	0	0	3	1	83
153.69	0	0	3	1	90
232.468	0	0	3	0	117
204.095	0	1	5	1	103
208.665	1	0	3	0	104
184.551	0	0	3	0	101
160.261	0	0	5	1	98
157.802	0	0	3	0	84
286.202	1	1	4	1	112
160.401	0	0	3	1	119
164.623	1	0	3	1	109
136.057	0	0	3	1	83
168.521	0	0	4	0	83
142.645	0	1	4	0	86
153.156	0	0	1	0	95
149.811	0	0	5	1	85
148.907	1	0	5	0	81
104.694	0	1	5	1	87
161.988	1	0	1	0	102
173.618	0	0	4	1	107
128.761	0	0	5	1	84
195.148	0	0	5	0	111
192.229	0	0	5	0	113
110.275	0	0	4	0	88
156.6	0	0	1	1	98
209.824	1	0	5	0	95
171.693	0	0	2	1	91
128.078	1	1	1	0	87
177.95	1	0	4	0	98
163.795	1	0	3	1	106
133.893	0	0	3	0	86
195.447	1	0	1	1	121
214.025	0	0	1	1	116
129.884	0	0	3	0	91
222.466	1	1	4	0	118
173.679	1	0	4	1	93
133.357	0	0	4	1	85
190.131	0	0	1	0	83
194.094	0	0	5	1	97
145.458	0	0	1	0	89
148.635	0	0	3	1	113
184.371	0	0	1	1	115
196.017	1	1	4	1	117
202.813	0	0	4	1	101
149.968	0	0	5	1	116
161.646	0	0	4	0	86
183.936	1	0	3	1	97
176.457	0	0	2	1	114
196.786	1	0	1	1	113
119.747	0	1	1	0	83
240.56	1	0	2	0	104
167.901	0	1	4	1	93
130.077	0	0	2	0	119
142.328	0	1	1	0	105
177.032	0	0	5	1	117
132.442	1	1	2	1	97
177.65	0	0	3	1	122
111.634	0	0	4	0	88
150.532	0	1	5	0	80
152.246	1	1	3	0	80
153.345	0	0	2	0	117
287.778	0	1	1	0	122
156.297	0	0	4	1	86
203.12	0	0	5	0	106
266.273	1	1	5	1	117
161.584	0	1	3	0	111
163.35	0	0	1	0	93
187.449	0	0	5	1	122
205.547	0	0	4	0	113
126.399	0	0	1	1	81
137.1	1	1	1	1	98
102.839	1	0	3	1	83
108.459	0	0	3	1	80
171.909	0	0	3	0	113
259.112	1	0	2	1	117
230.921	1	0	4	0	106
166.206	0	0	5	0	85
189.563	0	0	3	1	117
220.185	0	0	4	0	108
218.298	0	0	3	1	111
113.752	0	0	3	1	83
248.992	0	0	5	0	105
121.692	0	0	3	1	81
165.989	0	0	1	0	121
156.777	0	1	4	1	90
183.581	0	0	1	0	106
186.875	1	0	3	1	84
188.134	0	0	4	0	89
153.949	0	0	2	1	115
289.782	0	0	2	0	122
135.97	0	1	1	1	100
193.368	1	0	4	1	114
185.427	1	0	5	0	103
190.913	1	0	5	1	118
192.223	0	1	5	1	100
185.482	1	0	5	0	97
132.995	0	0	1	1	97
198.991	1	1	3	0	122
157.035	0	0	4	1	85
189.403	0	1	5	1	112
161.612	0	0	2	0	87
132.81	0	1	1	0	106
170.604	1	0	2	1	113
119.695	1	0	2	0	83
170.915	0	1	4	1	101
164.313	1	0	3	0	116
179.693	0	0	5	1	114
166.853	0	1	3	0	93
152.681	0	0	1	0	99
233.089	1	0	1	1	118
191.513	0	0	1	0	108
190.357	0	0	1	0	105
124.206	0	0	5	1	80
181.317	0	0	1	0	109
138.539	0	0	4	0	96
150.59	0	1	2	1	96
224.009	1	0	4	1	116
193.176	1	0	5	0	120
171.576	1	0	3	0	98
211.838	0	1	2	0	118
182.038	0	0	5	1	95
222.273	0	1	3	0	112
128.067	0	1	4	1	114
185.419	0	1	1	0	107
146.196	0	0	4	1	107
152.627	0	0	2	1	89
146.312	0	0	3	1	115
163.395	0	0	1	1	98
143.612	0	0	1	1	96
174.144	0	0	5	1	103
169.677	1	0	5	1	92
113.304	1	0	1	1	83
177.929	0	0	2	0	85
209.277	0	0	4	1	111
205.559	1	1	4	1	86
148.402	0	1	1	1	96
121.799	1	1	1	0	80
182.587	0	0	2	1	82
238.693	1	0	4	1	108
153.401	0	0	2	0	114
147.874	0	0	3	0	103
145.419	1	1	2	0	93
108.064	1	1	5	0	93
251.214	1	0	4	1	119
131.535	1	0	4	0	96
163.485	0	1	2	0	90
112.007	0	0	4	0	80
157.735	0	0	4	1	112
185.695	0	0	5	1	104
200.554	0	1	4	1	85
195.971	0	0	3	0	92
138.255	1	1	3	0	102
205.816	1	0	3	1	106
184.326	1	0	3	1	106
258.001	0	0	4	1	119
158.279	1	0	1	1	115
113.877	0	1	1	1	97
126.403	0	0	1	0	93
149.627	0	0	1	1	92
215.315	0	0	3	1	104
231.777	1	0	5	1	97
169.955	1	1	3	1	115
237.431	1	0	5	1	105
253.081	0	0	5	1	112
152.192	1	0	2	0	104
221.916	0	0	3	1	111
169.118	0	1	4	1	106
218.936	0	1	5	0	121
161.298	0	1	4	1	119
140.404	0	1	2	1	103
129.213	0	0	2	1	98
235.111	1	1	4	1	101
201.233	1	1	5	0	92
153.337	1	0	2	1	112
192.065	0	1	2	1	120
257.09	0	1	1	0	121
170.518	0	0	3	1	104
196.334	0	1	3	1	93
138.196	1	0	1	1	86
194.239	0	0	2	1	99
153.664	0	0	3	1	99
116.088	0	1	4	1	95
213.908	1	1	2	0	99
219.443	0	1	4	1	119
146.331	0	0	5	1	94
206.414	0	0	2	1	110
211.007	0	0	5	1	110
180.705	1	0	2	0	120
114.587	0	0	2	0	93
163.466	0	1	4	0	84
154.927	0	0	5	0	99
143.43	0	0	3	0	100
179.52	0	0	1	1	111
137.425	0	0	4	0	96
171.908	0	1	1	1	114
180.507	1	0	3	1	116
256.739	1	0	1	0	107
124.934	0	1	1	0	103
152.851	0	0	1	1	110
98.585	0	0	1	0	104
113.03	0	0	3	1	89
208.077	0	0	5	1	99
180.088	0	0	5	1	119
200.045	1	0	5	1	88
282.419	1	0	5	0	109
166.692	0	0	2	0	98
144.984	0	0	3	1	92
154.306	0	0	3	0	113
233.731	0	1	2	1	108
163.61	0	1	3	1	119
168.358	0	0	5	1	80
183.3	1	0	4	1	87
202.8	0	0	2	1	109
161.393	1	1	2	0	92
163.063	1	1	4	0	85
164.193	1	0	2	1	112
222.698	0	1	5	0	117
144.614	0	0	2	0	86
165.189	1	0	4	1	122
209.63	0	1	4	1	118
142.754	0	0	2	0	120
172.121	1	0	5	0	81
173.389	1	0	4	1	89
96.714	0	0	1	0	105
148.558	1	1	2	1	89
327.762	1	0	4	0	110
193.839	0	0	1	1	103
262.876	0	0	5	0	107
149.444	0	0	1	1	104
113.275	0	1	1	0	106
145.475	1	1	1	0	94
220.391	1	1	4	0	108
242.256	0	0	5	1	108
139.122	0	0	5	0	120
204.896	1	0	3	1	116
208.658	0	0	1	0	118
224.973	0	0	5	0	120